,term,coursename,coursesection,Instructor,courseid,book_needed,book_name,book_author,book_edition,book_pubtime,book_ISBN
0,Term: Winter 18 | ,Name: AAS        016             | ,Section: 001               | ,"Instructor: Mukiibi, Elizabeth | ",Course ID: 40181           | ,Required                 ,DEATH+THE KING'S HORSEMAN              ,Author: SOYINKA       ,Edition: 75     ,Published Date: 1975,ISBN: 9780393322996
1,Term: Winter 18 | ,Name: AAS        016             | ,Section: 001               | ,"Instructor: Mukiibi, Elizabeth | ",Course ID: 40181           | ,Required                 ,TRIAL OF DEDAN KIMATHI                 ,Author: THIONG'0      ,Edition: 13     ,Published Date: 2013,ISBN: 9781478611318
2,Term: Winter 18 | ,Name: AAS        050             | ,Section: ALL               | ,"Instructor: WHITE, E | ",Course ID:                 | ,Required                 ,BEYOND BLACKFACE                       ,Author: BRUNDAGE      ,Edition: 11     ,Published Date: 2011,ISBN: 9780807871843
3,Term: Winter 18 | ,Name: AAS        050             | ,Section: ALL               | ,"Instructor: WHITE, E | ",Course ID:                 | ,Required                 ,"TOMS,COONS,MULATTOES,MAMMIES,+BUCKS    ",Author: BOGLE         ,Edition: 5TH 16 ,Published Date: 2016,ISBN: 9780826429537
4,Term: Winter 18 | ,Name: AAS        100             | ,Section: ALL               | ,Instructor:  | ,Course ID:                 | ,Required                 ,BEHIND THE WHITE PICKET FENCE          ,Author: MAYORGA-GALLO ,Edition: 14     ,Published Date: 2014,ISBN: 9781469618630
5,Term: Winter 18 | ,Name: AAS        100             | ,Section: ALL               | ,Instructor:  | ,Course ID:                 | ,Required                 ,INDIGENOUS PEOPLES'HIST.OF UNIT.STATES ,Author: DUNBAR-ORTIZ  ,Edition: 14     ,Published Date: 2014,ISBN: 9780807057834
6,Term: Winter 18 | ,Name: AAS        100             | ,Section: ALL               | ,Instructor:  | ,Course ID:                 | ,Required                 ,MOVING IMAGES                          ,Author: ALINDER       ,Edition: 10     ,Published Date: 2010,ISBN: 9780252078095
7,Term: Winter 18 | ,Name: AAS        107B            | ,Section: 001               | ,"Instructor: White, Elisa | ",Course ID: 74285           | ,Required                 ,CHOCOLATE+CORN FLOUR                   ,Author: LEWIS         ,Edition: 12     ,Published Date: 2012,ISBN: 9780822351320
8,Term: Winter 18 | ,Name: AAS        107B            | ,Section: 001               | ,"Instructor: White, Elisa | ",Course ID: 74285           | ,Required                 ,NEW AFRICAN DIASPORA                   ,Author: OKPEWHO       ,Edition: 09     ,Published Date: 2009,ISBN: 9780253220950
9,Term: Winter 18 | ,Name: AAS        181             | ,Section: ALL               | ,"Instructor: WALKER, L | ",Course ID:                 | ,Required                 ,AFRICANIST AESTHETIC IN GLOBAL HIP-HOP ,Author: OSUMARE       ,Edition: 07     ,Published Date: 2007,ISBN: 9781403976307
10,Term: Winter 18 | ,Name: AAS        181             | ,Section: ALL               | ,"Instructor: WALKER, L | ",Course ID:                 | ,Required                 ,HIP-HOP CULTURE IN COLL.STUDENTS'LIVES ,Author: PETCHAUER     ,Edition: 12     ,Published Date: 2012,ISBN: 9780415889711
11,Term: Winter 18 | ,Name: AAS        181             | ,Section: ALL               | ,"Instructor: WALKER, L | ",Course ID:                 | ,Required                 ,SCHOOLING HIP-HOP                      ,Author: HILL          ,Edition: 13     ,Published Date: 2013,ISBN: 9780807754313
12,Term: Winter 18 | ,Name: AAS        181             | ,Section: ALL               | ,"Instructor: WALKER, L | ",Course ID:                 | ,Required                 ,THAT'S THE JOINT!                      ,Author: FORMAN        ,Edition: 2ND 12 ,Published Date: 2012,ISBN: 9780415873260
13,Term: Winter 18 | ,Name: AHI        154             | ,Section: 001               | ,"Instructor: Little, Layne | ",Course ID: 75226           | ,Required                 ,HINDU TEMPLE-W/NEW PREFACE             ,Author: MICHELL       ,Edition: (REV)88,Published Date: 1988,ISBN: 9780226532301
14,Term: Winter 18 | ,Name: AHI        186             | ,Section: 001               | ,"Instructor: Grigor, Talinn | ",Course ID: 74311           | ,Required                 ,ART SINCE 1980-TEXT                    ,Author: KALB          ,Edition: 14     ,Published Date: 2014,ISBN: 9780205935567
15,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,CRAFT OF RESEARCH                      ,Author: BOOTH         ,Edition: 2ND 03 ,Published Date: 2003,ISBN: 9780226065687
16,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,SHORT GUIDE TO WRITING ABOUT ART       ,Author: BARNET        ,Edition: 11TH 15,Published Date: 2015,ISBN: 9780205886999
17,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,STYLE:TOWARD CLARITY+GRACE             ,Author: WILLIAMS      ,Edition: 90     ,Published Date: 1990,ISBN: 9780226899152
18,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Optional                 ,MANUAL F/WRITERS OF RESEARCH PAPERS... ,Author: TURABIAN      ,Edition: 7TH 07 ,Published Date: 2007,ISBN: 9780226823379
19,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
20,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,PASSING                                ,Author: LARSEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780142437278
21,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,TYPICAL AMERICAN                       ,Author: JEN           ,Edition: 08     ,Published Date: 2008,ISBN: 9780307389220
22,Term: Winter 18 | ,Name: AMS        153             | ,Section: 001               | ,"Instructor: Bayles, Megan | ",Course ID: 74353           | ,Required                 ,GOOD KINGS BAD KINGS                   ,Author: NUSSBAUM      ,Edition: 13     ,Published Date: 2013,ISBN: 9781616203252
23,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: CULLEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780195173253
24,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: SAMUEL        ,Edition: 12     ,Published Date: 2012,ISBN: 9780815610076
25,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM IN THE 21ST CENTURY     ,Author: HANSON        ,Edition: 11     ,Published Date: 2011,ISBN: 9781439903155
26,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AUTOBIOGRAPHY OF BENJAMIN FRANKLIN     ,Author: FRANKLIN      ,Edition: 96     ,Published Date: 1996,ISBN: 9780486290737
27,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,GREAT GATSBY                           ,Author: FITZGERALD    ,Edition: 25     ,Published Date: 1925,ISBN: 9780743273565
28,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,REQUIEM FOR AMERICAN DREAM             ,Author: CHOMSKY       ,Edition: 17     ,Published Date: 2017,ISBN: 9781609807368
29,Term: Winter 18 | ,Name: ANG        107             | ,Section: ALL               | ,"Instructor: MEDRANO, J | ",Course ID:                 | ,Required                 ,UNDERSTANDING ANIMAL BREEDING          ,Author: BOURDON       ,Edition: 2ND 00 ,Published Date: 2000,ISBN: 9780130964496
30,Term: Winter 18 | ,Name: AHI        154             | ,Section: 001               | ,"Instructor: Little, Layne | ",Course ID: 75226           | ,Required                 ,HINDU TEMPLE-W/NEW PREFACE             ,Author: MICHELL       ,Edition: (REV)88,Published Date: 1988,ISBN: 9780226532301
31,Term: Winter 18 | ,Name: AHI        186             | ,Section: 001               | ,"Instructor: Grigor, Talinn | ",Course ID: 74311           | ,Required                 ,ART SINCE 1980-TEXT                    ,Author: KALB          ,Edition: 14     ,Published Date: 2014,ISBN: 9780205935567
32,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,CRAFT OF RESEARCH                      ,Author: BOOTH         ,Edition: 2ND 03 ,Published Date: 2003,ISBN: 9780226065687
33,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,SHORT GUIDE TO WRITING ABOUT ART       ,Author: BARNET        ,Edition: 11TH 15,Published Date: 2015,ISBN: 9780205886999
34,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,STYLE:TOWARD CLARITY+GRACE             ,Author: WILLIAMS      ,Edition: 90     ,Published Date: 1990,ISBN: 9780226899152
35,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Optional                 ,MANUAL F/WRITERS OF RESEARCH PAPERS... ,Author: TURABIAN      ,Edition: 7TH 07 ,Published Date: 2007,ISBN: 9780226823379
36,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
37,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,PASSING                                ,Author: LARSEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780142437278
38,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,TYPICAL AMERICAN                       ,Author: JEN           ,Edition: 08     ,Published Date: 2008,ISBN: 9780307389220
39,Term: Winter 18 | ,Name: AMS        153             | ,Section: 001               | ,"Instructor: Bayles, Megan | ",Course ID: 74353           | ,Required                 ,GOOD KINGS BAD KINGS                   ,Author: NUSSBAUM      ,Edition: 13     ,Published Date: 2013,ISBN: 9781616203252
40,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: CULLEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780195173253
41,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: SAMUEL        ,Edition: 12     ,Published Date: 2012,ISBN: 9780815610076
42,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM IN THE 21ST CENTURY     ,Author: HANSON        ,Edition: 11     ,Published Date: 2011,ISBN: 9781439903155
43,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AUTOBIOGRAPHY OF BENJAMIN FRANKLIN     ,Author: FRANKLIN      ,Edition: 96     ,Published Date: 1996,ISBN: 9780486290737
44,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,GREAT GATSBY                           ,Author: FITZGERALD    ,Edition: 25     ,Published Date: 1925,ISBN: 9780743273565
45,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,REQUIEM FOR AMERICAN DREAM             ,Author: CHOMSKY       ,Edition: 17     ,Published Date: 2017,ISBN: 9781609807368
46,Term: Winter 18 | ,Name: ANG        107             | ,Section: ALL               | ,"Instructor: MEDRANO, J | ",Course ID:                 | ,Required                 ,UNDERSTANDING ANIMAL BREEDING          ,Author: BOURDON       ,Edition: 2ND 00 ,Published Date: 2000,ISBN: 9780130964496
47,Term: Winter 18 | ,Name: ANS        015             | ,Section: 001               | ,"Instructor: Mienaltowski, Michae | ",Course ID: 41339           | ,Optional                 ,EQUINE SCIENCE                         ,Author: PARKER        ,Edition: 4TH 13 ,Published Date: 2013,ISBN: 9781111138776
48,Term: Winter 18 | ,Name: ANS        042             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Optional                 ,COMPANION ANIMALS                      ,Author: CAMPBELL      ,Edition: 2ND 09 ,Published Date: 2009,ISBN: 9780135047675
49,Term: Winter 18 | ,Name: AHI        154             | ,Section: 001               | ,"Instructor: Little, Layne | ",Course ID: 75226           | ,Required                 ,HINDU TEMPLE-W/NEW PREFACE             ,Author: MICHELL       ,Edition: (REV)88,Published Date: 1988,ISBN: 9780226532301
50,Term: Winter 18 | ,Name: AHI        186             | ,Section: 001               | ,"Instructor: Grigor, Talinn | ",Course ID: 74311           | ,Required                 ,ART SINCE 1980-TEXT                    ,Author: KALB          ,Edition: 14     ,Published Date: 2014,ISBN: 9780205935567
51,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,CRAFT OF RESEARCH                      ,Author: BOOTH         ,Edition: 2ND 03 ,Published Date: 2003,ISBN: 9780226065687
52,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,SHORT GUIDE TO WRITING ABOUT ART       ,Author: BARNET        ,Edition: 11TH 15,Published Date: 2015,ISBN: 9780205886999
53,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,STYLE:TOWARD CLARITY+GRACE             ,Author: WILLIAMS      ,Edition: 90     ,Published Date: 1990,ISBN: 9780226899152
54,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Optional                 ,MANUAL F/WRITERS OF RESEARCH PAPERS... ,Author: TURABIAN      ,Edition: 7TH 07 ,Published Date: 2007,ISBN: 9780226823379
55,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
56,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,PASSING                                ,Author: LARSEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780142437278
57,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,TYPICAL AMERICAN                       ,Author: JEN           ,Edition: 08     ,Published Date: 2008,ISBN: 9780307389220
58,Term: Winter 18 | ,Name: AMS        153             | ,Section: 001               | ,"Instructor: Bayles, Megan | ",Course ID: 74353           | ,Required                 ,GOOD KINGS BAD KINGS                   ,Author: NUSSBAUM      ,Edition: 13     ,Published Date: 2013,ISBN: 9781616203252
59,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: CULLEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780195173253
60,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: SAMUEL        ,Edition: 12     ,Published Date: 2012,ISBN: 9780815610076
61,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM IN THE 21ST CENTURY     ,Author: HANSON        ,Edition: 11     ,Published Date: 2011,ISBN: 9781439903155
62,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AUTOBIOGRAPHY OF BENJAMIN FRANKLIN     ,Author: FRANKLIN      ,Edition: 96     ,Published Date: 1996,ISBN: 9780486290737
63,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,GREAT GATSBY                           ,Author: FITZGERALD    ,Edition: 25     ,Published Date: 1925,ISBN: 9780743273565
64,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,REQUIEM FOR AMERICAN DREAM             ,Author: CHOMSKY       ,Edition: 17     ,Published Date: 2017,ISBN: 9781609807368
65,Term: Winter 18 | ,Name: ANG        107             | ,Section: ALL               | ,"Instructor: MEDRANO, J | ",Course ID:                 | ,Required                 ,UNDERSTANDING ANIMAL BREEDING          ,Author: BOURDON       ,Edition: 2ND 00 ,Published Date: 2000,ISBN: 9780130964496
66,Term: Winter 18 | ,Name: ANS        015             | ,Section: 001               | ,"Instructor: Mienaltowski, Michae | ",Course ID: 41339           | ,Optional                 ,EQUINE SCIENCE                         ,Author: PARKER        ,Edition: 4TH 13 ,Published Date: 2013,ISBN: 9781111138776
67,Term: Winter 18 | ,Name: ANS        042             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Optional                 ,COMPANION ANIMALS                      ,Author: CAMPBELL      ,Edition: 2ND 09 ,Published Date: 2009,ISBN: 9780135047675
68,Term: Winter 18 | ,Name: AHI        154             | ,Section: 001               | ,"Instructor: Little, Layne | ",Course ID: 75226           | ,Required                 ,HINDU TEMPLE-W/NEW PREFACE             ,Author: MICHELL       ,Edition: (REV)88,Published Date: 1988,ISBN: 9780226532301
69,Term: Winter 18 | ,Name: AHI        186             | ,Section: 001               | ,"Instructor: Grigor, Talinn | ",Course ID: 74311           | ,Required                 ,ART SINCE 1980-TEXT                    ,Author: KALB          ,Edition: 14     ,Published Date: 2014,ISBN: 9780205935567
70,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,CRAFT OF RESEARCH                      ,Author: BOOTH         ,Edition: 2ND 03 ,Published Date: 2003,ISBN: 9780226065687
71,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,SHORT GUIDE TO WRITING ABOUT ART       ,Author: BARNET        ,Edition: 11TH 15,Published Date: 2015,ISBN: 9780205886999
72,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,STYLE:TOWARD CLARITY+GRACE             ,Author: WILLIAMS      ,Edition: 90     ,Published Date: 1990,ISBN: 9780226899152
73,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Optional                 ,MANUAL F/WRITERS OF RESEARCH PAPERS... ,Author: TURABIAN      ,Edition: 7TH 07 ,Published Date: 2007,ISBN: 9780226823379
74,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
75,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,PASSING                                ,Author: LARSEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780142437278
76,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,TYPICAL AMERICAN                       ,Author: JEN           ,Edition: 08     ,Published Date: 2008,ISBN: 9780307389220
77,Term: Winter 18 | ,Name: AMS        153             | ,Section: 001               | ,"Instructor: Bayles, Megan | ",Course ID: 74353           | ,Required                 ,GOOD KINGS BAD KINGS                   ,Author: NUSSBAUM      ,Edition: 13     ,Published Date: 2013,ISBN: 9781616203252
78,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: CULLEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780195173253
79,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: SAMUEL        ,Edition: 12     ,Published Date: 2012,ISBN: 9780815610076
80,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM IN THE 21ST CENTURY     ,Author: HANSON        ,Edition: 11     ,Published Date: 2011,ISBN: 9781439903155
81,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AUTOBIOGRAPHY OF BENJAMIN FRANKLIN     ,Author: FRANKLIN      ,Edition: 96     ,Published Date: 1996,ISBN: 9780486290737
82,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,GREAT GATSBY                           ,Author: FITZGERALD    ,Edition: 25     ,Published Date: 1925,ISBN: 9780743273565
83,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,REQUIEM FOR AMERICAN DREAM             ,Author: CHOMSKY       ,Edition: 17     ,Published Date: 2017,ISBN: 9781609807368
84,Term: Winter 18 | ,Name: ANG        107             | ,Section: ALL               | ,"Instructor: MEDRANO, J | ",Course ID:                 | ,Required                 ,UNDERSTANDING ANIMAL BREEDING          ,Author: BOURDON       ,Edition: 2ND 00 ,Published Date: 2000,ISBN: 9780130964496
85,Term: Winter 18 | ,Name: ANS        015             | ,Section: 001               | ,"Instructor: Mienaltowski, Michae | ",Course ID: 41339           | ,Optional                 ,EQUINE SCIENCE                         ,Author: PARKER        ,Edition: 4TH 13 ,Published Date: 2013,ISBN: 9781111138776
86,Term: Winter 18 | ,Name: ANS        042             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Optional                 ,COMPANION ANIMALS                      ,Author: CAMPBELL      ,Edition: 2ND 09 ,Published Date: 2009,ISBN: 9780135047675
87,Term: Winter 18 | ,Name: ANS        103             | ,Section: ALL               | ,"Instructor: MAKADON, M | ",Course ID:                 | ,Required                 ,ANIMAL WELFARE                         ,Author: APPLEBY       ,Edition: 11     ,Published Date: 2011,ISBN: 9781845936594
88,Term: Winter 18 | ,Name: ANS        106             | ,Section: ALL               | ,"Instructor: TUCKER, C | ",Course ID:                 | ,Required                 ,MEASURING BEHAVIOUR                    ,Author: MARTIN        ,Edition: 3RD 07 ,Published Date: 2007,ISBN: 9780521535632
89,Term: Winter 18 | ,Name: ANS        128             | ,Section: 001               | ,"Instructor: Fadel, James | ",Course ID: 41578           | ,Required                 ,ANS 128 READER WINTER 2018             ,Author: JAMES FADEL   ,Edition: ,Published Date: NA,ISBN: 000000000000 
90,Term: Winter 18 | ,Name: AHI        154             | ,Section: 001               | ,"Instructor: Little, Layne | ",Course ID: 75226           | ,Required                 ,HINDU TEMPLE-W/NEW PREFACE             ,Author: MICHELL       ,Edition: (REV)88,Published Date: 1988,ISBN: 9780226532301
91,Term: Winter 18 | ,Name: AHI        186             | ,Section: 001               | ,"Instructor: Grigor, Talinn | ",Course ID: 74311           | ,Required                 ,ART SINCE 1980-TEXT                    ,Author: KALB          ,Edition: 14     ,Published Date: 2014,ISBN: 9780205935567
92,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,CRAFT OF RESEARCH                      ,Author: BOOTH         ,Edition: 2ND 03 ,Published Date: 2003,ISBN: 9780226065687
93,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,SHORT GUIDE TO WRITING ABOUT ART       ,Author: BARNET        ,Edition: 11TH 15,Published Date: 2015,ISBN: 9780205886999
94,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Required                 ,STYLE:TOWARD CLARITY+GRACE             ,Author: WILLIAMS      ,Edition: 90     ,Published Date: 1990,ISBN: 9780226899152
95,Term: Winter 18 | ,Name: AHI        200B            | ,Section: 001               | ,"Instructor: Burnett, Katharine | ",Course ID: 40933           | ,Optional                 ,MANUAL F/WRITERS OF RESEARCH PAPERS... ,Author: TURABIAN      ,Edition: 7TH 07 ,Published Date: 2007,ISBN: 9780226823379
96,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
97,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,PASSING                                ,Author: LARSEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780142437278
98,Term: Winter 18 | ,Name: AMS        010             | ,Section: ALL               | ,"Instructor: Wang, Grace | ",Course ID:                 | ,Required                 ,TYPICAL AMERICAN                       ,Author: JEN           ,Edition: 08     ,Published Date: 2008,ISBN: 9780307389220
99,Term: Winter 18 | ,Name: AMS        153             | ,Section: 001               | ,"Instructor: Bayles, Megan | ",Course ID: 74353           | ,Required                 ,GOOD KINGS BAD KINGS                   ,Author: NUSSBAUM      ,Edition: 13     ,Published Date: 2013,ISBN: 9781616203252
100,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: CULLEN        ,Edition: 03     ,Published Date: 2003,ISBN: 9780195173253
101,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM                         ,Author: SAMUEL        ,Edition: 12     ,Published Date: 2012,ISBN: 9780815610076
102,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AMERICAN DREAM IN THE 21ST CENTURY     ,Author: HANSON        ,Edition: 11     ,Published Date: 2011,ISBN: 9781439903155
103,Term: Winter 18 | ,Name: AMS        160             | ,Section: 001               | ,"Instructor: Arapoglou, Eleftheri | ",Course ID: 74358           | ,Required                 ,AUTOBIOGRAPHY OF BENJAMIN FRANKLIN     ,Author: FRANKLIN      ,Edition: 96     ,Published Date: 1996,ISBN: 9780486290737
