,term,coursename,coursesection,Instructor,courseid,book_needed,book_name,book_author,book_edition,book_pubtime,book_ISBN
1447,Term: Winter 18 | ,Name: JPN        002             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,GENKI I:INTEG.CRSE.ELEM.JAPANESE-W/CD  ,Author: BANNO         ,Edition: 2ND 11 ,Published Date: 2011,ISBN: 9784789014403
1448,Term: Winter 18 | ,Name: JPN        005             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,GENKI II:INTEG.CRSE.ELEM.JAPANESE-W/CD ,Author: BANNO         ,Edition: 2ND 11 ,Published Date: 2011,ISBN: 9784789014434
1449,Term: Winter 18 | ,Name: JPN        005             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,GENKI II:WORKBOOK-W/CD                 ,Author: BANNO         ,Edition: 2ND 11 ,Published Date: 2011,ISBN: 9784789014441
1450,Term: Winter 18 | ,Name: JPN        005             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Optional                 ,KODANSHA KANJI LEARNER'S DICT.REV.+EXP.,Author: HALPERN       ,Edition: 13     ,Published Date: 2013,ISBN: 9781568364070
1451,Term: Winter 18 | ,Name: JPN        103             | ,Section: 001               | ,"Instructor: Suzuki, Michiko | ",Course ID: 75329           | ,Required                 ,BLACK RAIN                             ,Author: IBUSE         ,Edition: 12     ,Published Date: 2012,ISBN: 9781568364179
1452,Term: Winter 18 | ,Name: JPN        103             | ,Section: 001               | ,"Instructor: Suzuki, Michiko | ",Course ID: 75329           | ,Required                 ,KOKORO                                 ,Author: SOSEKI        ,Edition: 10     ,Published Date: 2010,ISBN: 9780143106036
1453,Term: Winter 18 | ,Name: JPN        109             | ,Section: 001               | ,"Instructor: Foster, Michael | ",Course ID: 74704           | ,Required                 ,BAREFOOT GEN:CARTOON STORY...VOLUME ONE,Author: NAKAZAWA      ,Edition: 04     ,Published Date: 2004,ISBN: 9780867196023
1454,Term: Winter 18 | ,Name: JPN        109             | ,Section: 001               | ,"Instructor: Foster, Michael | ",Course ID: 74704           | ,Required                 ,BIRTH OF KITARO                        ,Author: MIZUKI;       ,Edition: ,Published Date: NA,ISBN: 9781770462281
1455,Term: Winter 18 | ,Name: JPN        112             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,TOBIRA                                 ,Author: MAYUMI        ,Edition: 11     ,Published Date: 2011,ISBN: 9784874244470
1456,Term: Winter 18 | ,Name: JPN        112             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,TOBIRA:POWER UP YOUR KANJI             ,Author: OKA           ,Edition: 10     ,Published Date: 2010,ISBN: 9784874244876
1457,Term: Winter 18 | ,Name: JPN        112             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Optional                 ,KODANSHA KANJI LEARNER'S DICT.REV.+EXP.,Author: HALPERN       ,Edition: 13     ,Published Date: 2013,ISBN: 9781568364070
1458,Term: Winter 18 | ,Name: JPN        151             | ,Section: 001               | ,"Instructor: Koyama, Nobuko | ",Course ID: 59756           | ,Required                 ,INTRO.TO JAPANESE LINGUISTICS          ,Author: TSUJIMURA     ,Edition: 3RD 14 ,Published Date: 2014,ISBN: 9781444337730
1459,Term: Winter 18 | ,Name: LAT        002             | ,Section: ALL               | ,"Instructor: RUNDIN, J | ",Course ID:                 | ,Required                 ,READING LATIN:GRAMMAR+EXERCISES        ,Author: JONES         ,Edition: 2ND 16 ,Published Date: 2016,ISBN: 9781107632264
1460,Term: Winter 18 | ,Name: LAT        002             | ,Section: ALL               | ,"Instructor: RUNDIN, J | ",Course ID:                 | ,Required                 ,READING LATIN:TEXT+VOCABULARY          ,Author: JONES         ,Edition: 2ND 16 ,Published Date: 2016,ISBN: 9781107618701
1461,Term: Winter 18 | ,Name: LAT        119             | ,Section: 001               | ,"Instructor: Stem, Stephen | ",Course ID: 74619           | ,Required                 ,GALLIC WAR (9540268)                   ,Author: CAESAR        ,Edition: 96     ,Published Date: 1996,ISBN: 9780199540266
1462,Term: Winter 18 | ,Name: LAT        119             | ,Section: 001               | ,"Instructor: Stem, Stephen | ",Course ID: 74619           | ,Required                 ,JULIUS CAESAR: COMMENTARIES            ,Author: STEM          ,Edition: ,Published Date: NA,ISBN: 9780979971389
1463,Term: Winter 18 | ,Name: LAT        120             | ,Section: 001               | ,"Instructor: Haynes, Justin | ",Course ID: 59839           | ,Required                 ,PLINY THE ELDER - THE NATURAL HISTO    ,Author: PLINY         ,Edition: ,Published Date: NA,ISBN: 9781472535665
1464,Term: Winter 18 | ,Name: LDA        030             | ,Section: ALL               | ,"Instructor: BOULTS, E | ",Course ID:                 | ,Required                 ,ILLUSTRATED HISTORY OF LANDSCAPE DESIGN,Author: BOULTS        ,Edition: 10     ,Published Date: 2010,ISBN: 9780470289334
1465,Term: Winter 18 | ,Name: LDA        070             | ,Section: ALL               | ,"Instructor: YUI, S | ",Course ID:                 | ,Required                 ,FORM+FABRIC IN LANDSCAPE ARCHITECTURE  ,Author: DEE           ,Edition: 01     ,Published Date: 2001,ISBN: 9780415246385
1466,Term: Winter 18 | ,Name: LDA        170             | ,Section: 001               | ,Instructor: The Staff | ,Course ID: 59871           | ,Required                 ,LANDSCAPE ANALYSIS : READING AND UNDERS,"Author: STAHSCHMIDT, P",Edition: ,Published Date: NA,ISBN: 9781138927155
1467,Term: Winter 18 | ,Name: LDA        170             | ,Section: 001               | ,Instructor: The Staff | ,Course ID: 59871           | ,Required                 ,LANDSCAPE THEORY IN DESIGN             ,"Author: HERRINGTON, SU",Edition: ,Published Date: NA,ISBN: 9780415705943
1468,Term: Winter 18 | ,Name: LDA        170             | ,Section: 002               | ,"Instructor: Yui, Sahoko | ",Course ID: 59872           | ,Required                 ,LANDSCAPE ANALYSIS : READING AND UNDERS,"Author: STAHSCHMIDT, P",Edition: ,Published Date: NA,ISBN: 9781138927155
1469,Term: Winter 18 | ,Name: LDA        170             | ,Section: 002               | ,"Instructor: Yui, Sahoko | ",Course ID: 59872           | ,Required                 ,LANDSCAPE THEORY IN DESIGN             ,"Author: HERRINGTON, SU",Edition: ,Published Date: NA,ISBN: 9780415705943
1470,Term: Winter 18 | ,Name: LIN        001             | ,Section: A01               | ,Instructor: CHRIS GRAHAM | ,Course ID:                 | ,Required                 ,INTRO.TO LANGUAGE                      ,Author: FROMKIN       ,Edition: 10TH 14,Published Date: 2014,ISBN: 9781133310686
1471,Term: Winter 18 | ,Name: LIN        026             | ,Section: 001               | ,"Instructor: Hatzakos, Catherine | ",Course ID: 60003           | ,Required                 ,ACADEMIC WRITING FOR GRADUATE STUDENTS ,Author: SWALES        ,Edition: 3RD 12 ,Published Date: 2012,ISBN: 9780472034758
1472,Term: Winter 18 | ,Name: LIN        111             | ,Section: ALL               | ,"Instructor: ZELLOU, G | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
1473,Term: Winter 18 | ,Name: LIN        160             | ,Section: ALL               | ,"Instructor: BAYLEY, R | ",Course ID:                 | ,Required                 ,AMERICAN ENGLISH                       ,Author: WOLFRAM       ,Edition: 3RD 16 ,Published Date: 2016,ISBN: 9781118390221
1474,Term: Winter 18 | ,Name: LIN        177             | ,Section: 001               | ,"Instructor: GRAHAM, C | ",Course ID:                 | ,Required                 ,COMPUTATIONAL INTRO.TO LINGUISTICS     ,Author: OJEDA         ,Edition: 13     ,Published Date: 2013,ISBN: 9781575866598
1475,Term: Winter 18 | ,Name: LIN        182             | ,Section: 001               | ,"Instructor: Notarianni Burk, Gab | ",Course ID: 74881           | ,Required                 ,BILINGUALISM READER                    ,Author: WEI           ,Edition: 2ND 08 ,Published Date: 2008,ISBN: 9780415355551
1476,Term: Winter 18 | ,Name: LIN        205B            | ,Section: ALL               | ,"Instructor: ARANOVICH, R | ",Course ID:                 | ,Required                 ,MORPHOLOGY:FROM DATA TO THEORIES       ,Author: FABREGAS      ,Edition: 12     ,Published Date: 2012,ISBN: 9780748643134
1477,Term: Winter 18 | ,Name: LIN        283             | ,Section: ALL               | ,"Instructor: RAMANATHAN, V | ",Course ID:                 | ,Required                 ,LANGUAGE POLICIES AND (DIS)CITIZENSHIP ,Author: LANGUAGE POLIC,Edition: ,Published Date: NA,ISBN: 9781783090198
1478,Term: Winter 18 | ,Name: MAE        210B            | ,Section: 001               | ,"Instructor: Robinson, Stephen | ",Course ID: 60293           | ,Required                 ,VISCOUS FLUID FLOW                     ,Author: WHITE         ,Edition: 3RD 06 ,Published Date: 2006,ISBN: 9780072402315
1479,Term: Winter 18 | ,Name: MAE        225             | ,Section: 001               | ,"Instructor: Ravani, Bahram | ",Course ID: 75216           | ,Required                 ,MATRIX METHODS IN DESIGN ANALYSIS OF ME,Author: UICKER        ,Edition: ,Published Date: NA,ISBN: 9780521761093
1480,Term: Winter 18 | ,Name: MAT        022A            | ,Section: ALL               | ,"Instructor: PUCKETT, E | ",Course ID: 60596           | ,Required                 ,INTRO.TO LINEAR ALGEBRA (CLOTH)        ,Author: STRANG        ,Edition: 5TH 16 ,Published Date: 2016,ISBN: 9780980232776
1481,Term: Winter 18 | ,Name: MAT        022B            | ,Section: 001               | ,"Instructor: Jensen, Niels | ",Course ID: 60611           | ,Required                 ,ELEM.DIFF.EQUA.+BOUND.VALUE PROB.      ,Author: BOYCE         ,Edition: 9TH 09 ,Published Date: 2009,ISBN: 9780470383346
1482,Term: Winter 18 | ,Name: MAT        108             | ,Section: ALL               | ,"Instructor: HERCZEG, LIU | ",Course ID: 60640           | ,Required                 ,TRANSITION TO ADVANCED MATH.           ,Author: SMITH         ,Edition: 8TH 15 ,Published Date: 2015,ISBN: 9781285463261
1483,Term: Winter 18 | ,Name: MAT        111             | ,Section: 001               | ,"Instructor: Trnkova, Maria | ",Course ID: 60644           | ,Required                 ,HISTORY OF MATHEMATICS                 ,Author: KATZ          ,Edition: 93     ,Published Date: 1993,ISBN: 9780673380395
1484,Term: Winter 18 | ,Name: MAT        118B            | ,Section: 001               | ,"Instructor: Hunter, John | ",Course ID: 60646           | ,Required                 ,BASIC PARTIAL DIFFERENTIAL EQUATIONS   ,Author: BLEECKER      ,Edition: 03     ,Published Date: 2003,ISBN: 9781571460363
1485,Term: Winter 18 | ,Name: MAT        119A            | ,Section: 001               | ,"Instructor: Biello, Joseph | ",Course ID: 60647           | ,Required                 ,NONLINEAR DYNAMICS+CHAOS               ,Author: STROGATZ      ,Edition: 94     ,Published Date: 1994,ISBN: 9780738204536
1486,Term: Winter 18 | ,Name: MAT        125A            | ,Section: ALL               | ,"Instructor: LUU, M | ",Course ID:                 | ,Optional                 ,ELEMENTARY REAL ANALYSIS               ,Author: THOMSON       ,Edition: 2ND 08 ,Published Date: 2008,ISBN: 9781434843678
1487,Term: Winter 18 | ,Name: MAT        125B            | ,Section: ALL               | ,"Instructor: ROGERS, C | ",Course ID:                 | ,Required                 ,INTRODUCTION TO ANALYSIS (CLASSIC)     ,Author: WADE          ,Edition: 4TH 18 ,Published Date: 2018,ISBN: 9780134707624
1488,Term: Winter 18 | ,Name: MAT        128B            | ,Section: 001               | ,"Instructor: Arsuaga, Francisco | ",Course ID: 60654           | ,Required                 ,NUMERICAL METHODS                      ,Author: GREENBAUM     ,Edition: 12     ,Published Date: 2012,ISBN: 9780691151229
1489,Term: Winter 18 | ,Name: MAT        145             | ,Section: 001               | ,"Instructor: Morris, Benjamin | ",Course ID: 60659           | ,Required                 ,DISCRETE MATHEMATICS                   ,Author: LOVASZ        ,Edition: 03     ,Published Date: 2003,ISBN: 9780387955858
1490,Term: Winter 18 | ,Name: MAT        145             | ,Section: 002               | ,"Instructor: Oliveros Braniff, De | ",Course ID: 60660           | ,Optional                 ,DISCRETE MATHEMATICS                   ,Author: LOVASZ        ,Edition: 03     ,Published Date: 2003,ISBN: 9780387955858
1491,Term: Winter 18 | ,Name: MAT        148             | ,Section: 001               | ,"Instructor: O'Neill, Christopher | ",Course ID: 60661           | ,Optional                 ,DISCRETE MATHEMATICS                   ,Author: BIGGS         ,Edition: 2ND 02 ,Published Date: 2002,ISBN: 9780198507178
1492,Term: Winter 18 | ,Name: MAT        150B            | ,Section: ALL A             | ,"Instructor: SCHILLING, A | ",Course ID:                 | ,Required                 ,ALGEBRA (CLASSIC VERSION)              ,Author: ARTIN         ,Edition: 2ND 18 ,Published Date: 2018,ISBN: 9780134689609
1493,Term: Winter 18 | ,Name: MAT        185A            | ,Section: 001               | ,"Instructor: Marx, Lawrence | ",Course ID: 60665           | ,Required                 ,BASIC COMPLEX ANALYSIS                 ,Author: MARSDEN       ,Edition: 3RD 99 ,Published Date: 1999,ISBN: 9780716728771
1494,Term: Winter 18 | ,Name: MAT        185A            | ,Section: 002               | ,"Instructor: Zhang, Qingtian | ",Course ID: 60666           | ,Required                 ,BASIC COMPLEX ANALYSIS                 ,Author: MARSDEN       ,Edition: 3RD 99 ,Published Date: 1999,ISBN: 9780716728771
1495,Term: Winter 18 | ,Name: MAT        205A            | ,Section: 001               | ,"Instructor: Romik, Dan | ",Course ID: 60744           | ,Optional                 ,COMPLEX ANALYSIS                       ,Author: STEIN         ,Edition: 03     ,Published Date: 2003,ISBN: 9780691113852
1496,Term: Winter 18 | ,Name: MAT        207B            | ,Section: 001               | ,"Instructor: Saito, Naoki | ",Course ID: 60745           | ,Required                 ,BOUNDARY+EIGENVALUE PROB.MODERN PHYSICS,Author: SAGAN         ,Edition: 89     ,Published Date: 1989,ISBN: 9780486661322
1497,Term: Winter 18 | ,Name: MAT        207B            | ,Section: 001               | ,"Instructor: Saito, Naoki | ",Course ID: 60745           | ,Optional                 ,INTRO.TO HILBERT SPACE                 ,Author: YOUNG         ,Edition: 88     ,Published Date: 1988,ISBN: 9780521337175
1498,Term: Winter 18 | ,Name: MAT        215B            | ,Section: 001               | ,"Instructor: Dimofte, Tudor | ",Course ID: 60746           | ,Required                 ,ALGEBRAIC TOPOLOGY                     ,Author: HATCHER       ,Edition: 02     ,Published Date: 2002,ISBN: 9780521795401
1499,Term: Winter 18 | ,Name: MAT        240A            | ,Section: 001               | ,"Instructor: Hass, Joel | ",Course ID: 60749           | ,Required                 ,RIEMANNIAN GEOMETRY                    ,Author: DOCARMO       ,Edition: 90     ,Published Date: 1990,ISBN: 9780817634902
1500,Term: Winter 18 | ,Name: MAT        248B            | ,Section: 001               | ,"Instructor: Zahariuc, Adrian | ",Course ID: 74691           | ,Required                 ,ALGEBRAIC GEOMETRY                     ,Author: HARTSHORNE    ,Edition: 77     ,Published Date: 1977,ISBN: 9780387902449
1501,Term: Winter 18 | ,Name: MAT        258B            | ,Section: 001               | ,"Instructor: Koeppe, Matthias | ",Course ID: 74692           | ,Required                 ,OPTIMIZATION OVER INTEGERS             ,Author: BERTS         ,Edition: JUNE   ,Published Date: NA,ISBN: 9780975914625
1502,Term: Winter 18 | ,Name: MAT        261A            | ,Section: 001               | ,"Instructor: Schwarz, Albert | ",Course ID: 74693           | ,Optional                 ,"LIE GROUPS,LIE ALGEBRAS,+THEIR REPRES. ",Author: VARADARAJAN   ,Edition: (REV)84,Published Date: 1984,ISBN: 9780387909691
1503,Term: Winter 18 | ,Name: MAT        271             | ,Section: 001               | ,"Instructor: Saito, Naoki | ",Course ID: 74695           | ,Optional                 ,DFT:OWNER'S MANUAL F/DISCRETE FOURIER..,Author: BRIGGS        ,Edition: 95     ,Published Date: 1995,ISBN: 9780898713428
1504,Term: Winter 18 | ,Name: MAT        271             | ,Section: 001               | ,"Instructor: Saito, Naoki | ",Course ID: 74695           | ,Optional                 ,DISCOURSE ON FOURIER SERIES            ,Author: LANCZOS       ,Edition: ,Published Date: NA,ISBN: 9781611974515
1505,Term: Winter 18 | ,Name: MAT        271             | ,Section: 001               | ,"Instructor: Saito, Naoki | ",Course ID: 74695           | ,Optional                 ,WAVELET TOUR OF SIGNAL PROCESSING      ,Author: MALLAT        ,Edition: 3RD 09 ,Published Date: 2009,ISBN: 9780123743701
1506,Term: Winter 18 | ,Name: MAT        271             | ,Section: 001               | ,"Instructor: Saito, Naoki | ",Course ID: 74695           | ,Optional                 ,WAVELETS: TOOLS FOR SCIENCE+TECHNOLOGY ,Author: JAFFARD       ,Edition: (REV)01,Published Date: 2001,ISBN: 9780898714487
1507,Term: Winter 18 | ,Name: MCB        120L            | ,Section: ALL               | ,Instructor:  | ,Course ID:                 | ,Required                 ,MCB 120L LAB MANUAL W18                ,Author: HILT          ,Edition: ,Published Date: NA,ISBN: 2810050077703
1508,Term: Winter 18 | ,Name: MCB        121             | ,Section: 001               | ,"Instructor: Juliano, Celina | ",Course ID: 61064           | ,Required                 ,MOLECULAR BIOLOGY:PRIN.+PRAC.          ,Author: COX           ,Edition: 2ND 15 ,Published Date: 2015,ISBN: 9781464126147
1509,Term: Winter 18 | ,Name: MCB        140L            | ,Section: 001               | ,"Instructor: Kaplan, Kenneth | ",Course ID: 61067           | ,Required                 ,MCB 140L LAB MANUAL                    ,Author: KAPLAN/NUNNARI,Edition: ,Published Date: NA,ISBN: 2810050068893
1510,Term: Winter 18 | ,Name: MCB        163             | ,Section: 001               | ,"Instructor: Rose, Lesilee | ",Course ID: 74462           | ,Optional                 ,DEVELOPMENTAL BIOLOGY                  ,Author: GILBERT       ,Edition: 10TH 14,Published Date: 2014,ISBN: 9780878939787
1511,Term: Winter 18 | ,Name: MCB        164             | ,Section: 001               | ,"Instructor: Burgess, Sean | ",Course ID: 61070           | ,Required                 ,GENETIC ANALYSIS (CLOTH)               ,Author: MENEELY       ,Edition: 2ND 14 ,Published Date: 2014,ISBN: 9780199681266
1512,Term: Winter 18 | ,Name: MCB        164             | ,Section: 001               | ,"Instructor: Burgess, Sean | ",Course ID: 61070           | ,Required                 ,GENETIC ANALYSIS (PAPER)               ,Author: MENEELY       ,Edition: 2ND 14 ,Published Date: 2014,ISBN: 9780199651818
1513,Term: Winter 18 | ,Name: MCP        200L            | ,Section: 001               | ,"Instructor: Ross, Pablo | ",Course ID: 62494           | ,Optional                 ,CULTURE OF ANIMAL CELLS                ,Author: FRESHNEY      ,Edition: 7TH 16 ,Published Date: 2016,ISBN: 9781118873656
1514,Term: Winter 18 | ,Name: MGB        200A            | ,Section: 001               | ,"Instructor: SKAIFE, H | ",Course ID:                 | ,Required                 ,FINANCIAL ACCOUNTING                   ,Author: DYCKMAN       ,Edition: 5TH 17 ,Published Date: 2017,ISBN: 9781618531650
1515,Term: Winter 18 | ,Name: MGB        265             | ,Section: 001               | ,"Instructor: YASUDA, A | ",Course ID:                 | ,Required                 ,VENTURE CAPITAL+FINANCE OF INNOVATION  ,Author: METRICK       ,Edition: 2ND 11 ,Published Date: 2011,ISBN: 9780470454701
1516,Term: Winter 18 | ,Name: MGB        290             | ,Section: 001               | ,"Instructor: WUNDERMAN, J. | ",Course ID:                 | ,Required                 ,FIVE DYSFUNCTIONS OF A TEAM:LEADERSHIP ,Author: LENCIONI      ,Edition: 02     ,Published Date: 2002,ISBN: 9780787960759
1517,Term: Winter 18 | ,Name: MGB        290             | ,Section: 001               | ,"Instructor: WUNDERMAN, J. | ",Course ID:                 | ,Required                 ,LEADERSHIP FROM THE INSIDE OUT         ,Author: CASHMAN       ,Edition: 3RD 17 ,Published Date: 2017,ISBN: 9781523094356
1518,Term: Winter 18 | ,Name: MGB        290             | ,Section: 001               | ,"Instructor: WUNDERMAN, J. | ",Course ID:                 | ,Required                 ,TRIBAL LEADERSHIP                      ,Author: LOGAN         ,Edition: 08     ,Published Date: 2008,ISBN: 9780061251320
1519,Term: Winter 18 | ,Name: MGB        297             | ,Section: ALL               | ,Instructor: TAHERIAN | ,Course ID:                 | ,Required                 ,BUILT FOR GLOBAL : NAVIGATING INTERNATI,"Author: GREGORY, JANET",Edition: ,Published Date: NA,ISBN: 9781545146668
1520,Term: Winter 18 | ,Name: MGB        431             | ,Section: 001               | ,"Instructor: GOLDBERG, J | ",Course ID:                 | ,Required                 ,PROJECT MANAGEMENT CASE STUDIES        ,Author: KERZNER       ,Edition: 5TH 17 ,Published Date: 2017,ISBN: 9781119385974
1521,Term: Winter 18 | ,Name: MGP        200A            | ,Section: ALL               | ,"Instructor: SKAIFE, H | ",Course ID:                 | ,Required                 ,FINANCIAL ACCOUNTING                   ,Author: DYCKMAN       ,Edition: 5TH 17 ,Published Date: 2017,ISBN: 9781618531650
1522,Term: Winter 18 | ,Name: MGP        203B            | ,Section: 001               | ,"Instructor: TSAI, C | ",Course ID:                 | ,Required                 ,MGT 203B NOTES                         ,Author: TSAI          ,Edition: ,Published Date: NA,ISBN: 000000000000 
1523,Term: Winter 18 | ,Name: MGP        203B            | ,Section: 001               | ,"Instructor: TSAI, C | ",Course ID:                 | ,Required                 ,MGT 203B NUMERICAL HANDOUTS            ,Author: TSAI          ,Edition: ,Published Date: NA,ISBN: 000000000000 
1524,Term: Winter 18 | ,Name: MGP        203B            | ,Section: 001               | ,"Instructor: TSAI, C | ",Course ID:                 | ,Required                 ,STATISTICS F/MGMT.+ECON.-W/ACCESS      ,Author: KELLER        ,Edition: 11TH 18,Published Date: 2018,ISBN: 9781337093453
1525,Term: Winter 18 | ,Name: MGP        265             | ,Section: 001               | ,"Instructor: YASUDA, A | ",Course ID:                 | ,Required                 ,VENTURE CAPITAL+FINANCE OF INNOVATION  ,Author: METRICK       ,Edition: 2ND 11 ,Published Date: 2011,ISBN: 9780470454701
1526,Term: Winter 18 | ,Name: MGP        287             | ,Section: 001               | ,"Instructor: YANG, Y | ",Course ID:                 | ,Required                 ,TEACH YOURSELF SQL IN 10 MINUTES       ,Author: FORTA         ,Edition: 4TH 13 ,Published Date: 2013,ISBN: 9780672336072
1527,Term: Winter 18 | ,Name: MGP        290             | ,Section: 001               | ,"Instructor: ANSBACH, C | ",Course ID:                 | ,Required                 ,AGE OF RESPONSIBILITY                  ,Author: VISSER        ,Edition: 11     ,Published Date: 2011,ISBN: 9780470688571
1528,Term: Winter 18 | ,Name: MGP        290             | ,Section: 001               | ,"Instructor: ANSBACH, C | ",Course ID:                 | ,Required                 ,JUST GOOD BUSINESS                     ,Author: MCEKHANEY     ,Edition: 08     ,Published Date: 2008,ISBN: 9781576754412
1529,Term: Winter 18 | ,Name: MGP        297             | ,Section: 001               | ,"Instructor: TAHERIAN, S | ",Course ID:                 | ,Required                 ,BUILT FOR GLOBAL : NAVIGATING INTERNATI,"Author: GREGORY, JANET",Edition: ,Published Date: NA,ISBN: 9781545146668
1530,Term: Winter 18 | ,Name: NRS        203             | ,Section: 001               | ,Instructor: ADAMS & GOLDIN | ,Course ID:                 | ,Required                 ,DIGNITY                                ,Author: HICKS         ,Edition: 11     ,Published Date: 2011,ISBN: 9780300188059
1531,Term: Winter 18 | ,Name: NRS        203             | ,Section: 001               | ,Instructor: ADAMS & GOLDIN | ,Course ID:                 | ,Required                 ,GETTING TO YES (UPDATED+REVISED)       ,Author: FISHER        ,Edition: REV 11 ,Published Date: 2011,ISBN: 9780143118756
1532,Term: Winter 18 | ,Name: NRS        203             | ,Section: 001               | ,Instructor: ADAMS & GOLDIN | ,Course ID:                 | ,Required                 ,LEADERSHIP CHALLENGE                   ,Author: KOUZES        ,Edition: 6TH 17 ,Published Date: 2017,ISBN: 9781119278962
1533,Term: Winter 18 | ,Name: NRS        205B            | ,Section: 001               | ,Instructor: BELL | ,Course ID:                 | ,Required                 ,ESSENTIALS OF EPIDEMIOLOGY...-W/ACCESS ,Author: ASCHENGRAU    ,Edition: 3RD 14 ,Published Date: 2014,ISBN: 9781284028911
1534,Term: Winter 18 | ,Name: NRS        210Y            | ,Section: 001               | ,Instructor: T.Y. KIM | ,Course ID:                 | ,Required                 ,HEALTH INFORMATICS                     ,Author: NELSON        ,Edition: 2ND 18 ,Published Date: 2018,ISBN: 9780323402316
1535,Term: Winter 18 | ,Name: NRS        212             | ,Section: 001               | ,Instructor: K. KIM | ,Course ID:                 | ,Required                 ,CONCEPTUAL BLOCKBUSTING                ,Author: ADAMS         ,Edition: 4TH 01 ,Published Date: 2001,ISBN: 9780738205373
1536,Term: Winter 18 | ,Name: NRS        251B            | ,Section: 001               | ,Instructor: HARVATH & SANDHOLDT | ,Course ID:                 | ,Required                 ,BASIC+CLINICAL ENDOCRINOLOGY           ,Author: GREENSPAN     ,Edition: 10TH 18,Published Date: 2018,ISBN: 9781259589287
1537,Term: Winter 18 | ,Name: NRS        251B            | ,Section: 001               | ,Instructor: HARVATH & SANDHOLDT | ,Course ID:                 | ,Required                 ,FITZPATRICK'S COLOR ATLAS+SYNOPSIS...  ,Author: WOLFF         ,Edition: 8TH 17 ,Published Date: 2017,ISBN: 9781259642197
1538,Term: Winter 18 | ,Name: NRS        251B            | ,Section: 001               | ,Instructor: HARVATH & SANDHOLDT | ,Course ID:                 | ,Required                 ,GUIDELINES F/NURSE PRACT.IN GYNECOLOGY ,Author: HAWKINS       ,Edition: 11TH 16,Published Date: 2016,ISBN: 9780826122827
1539,Term: Winter 18 | ,Name: NRS        251B            | ,Section: 001               | ,Instructor: HARVATH & SANDHOLDT | ,Course ID:                 | ,Required                 ,MANAGING CONTRACEPTION 2017-2018       ,Author: ZIEMAN        ,Edition: 14TH 17,Published Date: 2017,ISBN: 9780692557341
1540,Term: Winter 18 | ,Name: NRS        290             | ,Section: 001               | ,Instructor: BIGBEE | ,Course ID:                 | ,Required                 ,HOW TO WRITE MASTER'S THESIS           ,Author: BUI           ,Edition: 2ND 14 ,Published Date: 2014,ISBN: 9781452203515
1541,Term: Winter 18 | ,Name: NRS        290             | ,Section: 002               | ,Instructor: DRAUGHON-MORET | ,Course ID:                 | ,Required                 ,PROMOTE YOURSELF                       ,Author: SCHAWBEL      ,Edition: 14     ,Published Date: 2014,ISBN: 9781250025685
1542,Term: Winter 18 | ,Name: NRS        303             | ,Section: 001               | ,Instructor: STAFF | ,Course ID:                 | ,Required                 ,MASTERING THE TEACHING ROLE            ,Author: PENN          ,Edition: 08     ,Published Date: 2008,ISBN: 9780803618237
1543,Term: Winter 18 | ,Name: NRS        425             | ,Section: 001               | ,Instructor: NICHOLS & SINGH | ,Course ID:                 | ,Required                 ,HOLDING SILVAN: A BRIEF LIFE           ,Author: WESOLOWSKA    ,Edition: 2013   ,Published Date: 2013,ISBN: 9780986000713
1544,Term: Winter 18 | ,Name: NRS        425             | ,Section: 001               | ,Instructor: NICHOLS & SINGH | ,Course ID:                 | ,Required                 ,MATERNAL CHILD NURSING CARE            ,Author: PERRY         ,Edition: 6TH 17 ,Published Date: 2017,ISBN: 9780323549387
1545,Term: Winter 18 | ,Name: NUT        010             | ,Section: ALL               | ,"Instructor: BERGMAN, J | ",Course ID:                 | ,Required                 ,NUTRITION BASICS FOR BETTER HEALTH     ,Author: APPLEGATE     ,Edition: 3      ,Published Date: NA,ISBN: 9781524923686
1546,Term: Winter 18 | ,Name: NUT        010Y            | ,Section: ALL               | ,"Instructor: BERGMAN, J | ",Course ID:                 | ,Required                 ,NUTRITION BASICS FOR BETTER HEALTH     ,Author: APPLEGATE     ,Edition: 3      ,Published Date: NA,ISBN: 9781524923686
1547,Term: Winter 18 | ,Name: NUT        111AY           | ,Section: 001               | ,"Instructor: Mackenzie, Gerardo | ",Course ID: 64666           | ,Required                 ,ADVANCED HUMAN NUTRITION-W/ACCESS      ,Author: MEDEIROS      ,Edition: 3RD 15 ,Published Date: 2015,ISBN: 9781284036664
1548,Term: Winter 18 | ,Name: NUT        115             | ,Section: ALL               | ,"Instructor: DEPETERS, EM | ",Course ID:                 | ,Optional                 ,"ANIMALS FEEDS,FEEDING+NUTRITION+..-W/CD",Author: TISCH         ,Edition: 06     ,Published Date: 2006,ISBN: 9781401826406
