,did,cid,cname
21640,23588,9332617,"230 -170 -Winter, Carl"
21641,23588,9332618,"230 -171 -Taha, Ameer"
21642,23588,9332619,"230 -173 -Young, Heather"
21643,23588,9332620,"251 -001 -Klasing, Kirk"
21644,23588,9363048,"252 -001 -Oteiza De Fraga, Pat"
21645,23588,9332621,290C -000 -The Staff
21646,23588,9332622,"290C -001 -Adams, Sean"
21647,23588,9332623,"290C -002 -Allen, Lindsay"
21648,23588,9332624,"290C -003 -Applegate, Elizabeth"
21649,23588,9332625,"290C -007 -Bennett, Brian"
21650,23588,9332626,"290C -009 -Casazza, Gretchen"
21651,23588,9332627,290C -011 -The Staff
21652,23588,9332628,"290C -013 -Cherr, Gary"
21653,23588,9332629,"290C -015 -Engle-Stone, Reina"
21654,23588,9332630,"290C -019 -Dewey, Kathryn"
21655,23588,9332631,"290C -024 -Gaikwad, Nilesh"
21656,23588,9332632,"290C -025 -Hackman, Robert"
21657,23588,9332633,290C -027 -The Staff
21658,23588,9332634,"290C -028 -Haj, Fawaz"
21659,23588,9332635,"290C -029 -Halsted, Charles"
21660,23588,9332636,"290C -033 -Havel, Peter"
21661,23588,9332637,"290C -035 -Hess Brown, Sonja"
21662,23588,9332638,"290C -037 -Heinig, Meredith"
21663,23588,9332639,"290C -039 -Huang, Liping"
21664,23588,9332640,"290C -041 -Hwang, Daniel"
21665,23588,9332641,"290C -043 -Hovey, Russell"
21666,23588,9332642,"290C -045 -Kaiser, Lucia"
21667,23588,9332643,"290C -047 -Keen, Carl"
21668,23588,9332644,"290C -049 -Keim, Nancy"
21669,23588,9332645,290C -051 -The Staff
21670,23588,9332646,"290C -053 -Kelley, Darshan"
21671,23588,9332647,"290C -055 -King, Janet"
21672,23588,9332648,"290C -056 -Laugero, Kevin"
21673,23588,9332649,"290C -057 -Lanoue, Louise"
21674,23588,9332650,"290C -061 -Lonnerdal, Bo"
21675,23588,9332651,"290C -063 -Mackenzie, Gerardo"
21676,23588,9332652,290C -065 -The Staff
21677,23588,9332653,"290C -067 -Oteiza De Fraga, Pat"
21678,23588,9332654,"290C -069 -Rucker, Robert"
21679,23588,9332655,"290C -071 -Schneeman, Barbara"
21680,23588,9332656,290C -077 -The Staff
21681,23588,9332657,"290C -078 -Slupsky, Carolyn"
21682,23588,9332658,"290C -079 -Steinberg, Francene"
21683,23588,9332659,"290C -081 -Stephensen, Charles"
21684,23588,9332660,"290C -083 -Stern, Judith"
21685,23588,9332661,"290C -084 -Stewart, Christine"
21686,23588,9332662,"290C -085 -Sutherland, Barbara"
21687,23588,9332663,"290C -089 -Townsend, Marilyn"
21688,23588,9332664,290C -091 -The Staff
21689,23588,9332665,"290C -095 -Van Loan, Marta"
21690,23588,9332666,"290C -099 -Zidenberg-Cherr, She"
21691,23588,9332667,"290C -100 -Zunino, Susan"
21692,23588,9332668,"290C -101 -Berglund, Lars"
21693,23588,9332669,"290C -102 -Larsen, Jennifer"
21694,23588,9332670,"290C -103 -Calvert, C"
21695,23588,9332671,"290C -104 -Chantry, Caroline"
21696,23588,9332672,"290C -105 -Conklin, Douglas"
21697,23588,9332673,"290C -106 -Duleba, Antoni"
21698,23588,9332674,"290C -107 -Depeters, E"
21699,23588,9332675,"290C -109 -Erickson, Kent"
21700,23588,9332676,"290C -111 -Fadel, James"
21701,23588,9332677,"290C -113 -Fascetti, Andrea"
21702,23588,9332678,"290C -115 -German, J"
21703,23588,9332679,"290C -117 -Gershwin, Merrill"
21704,23588,9332680,290C -119 -The Staff
21705,23588,9332681,"290C -121 -Golub, Mari"
21706,23588,9332682,"290C -123 -Green, Ralph"
21707,23588,9332683,"290C -125 -Guinard, Jean-Xavier"
21708,23588,9332684,"290C -127 -Hansen, Robert"
21709,23588,9332685,"290C -129 -Hung, Silas"
21710,23588,9332686,"290C -131 -Jue, Thomas"
21711,23588,9332687,"290C -133 -Karakas, Siddika"
21712,23588,9332688,"290C -135 -Kaysen, George"
21713,23588,9332689,"290C -137 -Klasing, Kirk"
21714,23588,9332690,"290C -139 -Marks, Stanley"
21715,23588,9332691,"290C -141 -Medici, Valentina"
21716,23588,9332692,"290C -143 -Newman, John"
21717,23588,9332693,"290C -145 -Oltjen, James"
21718,23588,9332694,"290C -147 -Philipps, Anthony"
21719,23588,9332695,"290C -149 -Pollitt, Ernesto"
21720,23588,9332696,"290C -151 -Ramsey, Jon"
21721,23588,9332697,"290C -153 -Raybould, Helen"
21722,23588,9332698,"290C -155 -Rossow, Heidi"
21723,23588,9332699,"290C -157 -Ryan, Karen"
21724,23588,9332700,"290C -158 -Rutledge, John"
21725,23588,9332701,"290C -159 -Sainz, Roberto"
21726,23588,9332702,"290C -161 -Scherr, Rachel"
21727,23588,9332703,"290C -163 -Taha, Ameer"
21728,23588,9332704,"290C -164 -Torok, Natalie"
21729,23588,9332705,"290C -165 -Stebbins, Charles"
21730,23588,9332706,"290C -167 -Walsh, Donal"
21731,23588,9332707,"290C -169 -Warden, Craig"
21732,23588,9332708,"290C -170 -Winter, Carl"
21733,23588,9332709,"290C -171 -Zivkovic, Angela"
21734,23588,9332710,"290C -173 -Young, Heather"
21735,23588,9332711,"290C -200 -Stewart, Christine"
21736,23588,9332712,"291 -001 -Engle-Stone, Reina"
21737,23588,9332713,"291 -002 -Keen, Carl"
21738,23588,9332714,297T -000 -The Staff
21739,23588,9332715,"297T -001 -Adams, Sean"
21740,23588,9332716,"297T -002 -Allen, Lindsay"
21741,23588,9332717,"297T -003 -Applegate, Elizabeth"
21742,23588,9332718,"297T -007 -Brown, Kenneth"
21743,23588,9332719,297T -009 -The Staff
21744,23588,9332720,297T -011 -The Staff
21745,23588,9332721,"297T -013 -Cherr, Gary"
21746,23588,9332722,"297T -015 -Clifford, Andrew"
21747,23588,9332723,"297T -019 -Dewey, Kathryn"
21748,23588,9332724,"297T -024 -Gaikwad, Nilesh"
21749,23588,9332725,"297T -025 -Grivetti, Louis"
21750,23588,9332726,297T -027 -The Staff
21751,23588,9332727,"297T -028 -Haj, Fawaz"
21752,23588,9332728,"297T -029 -Halsted, Charles"
21753,23588,9332729,"297T -033 -Havel, Peter"
21754,23588,9332730,"297T -035 -Hawkes, Wayne"
21755,23588,9332731,"297T -037 -Heinig, Meredith"
21756,23588,9332732,297T -039 -The Staff
21757,23588,9332733,"297T -041 -Hwang, Daniel"
21758,23588,9332734,"297T -043 -Joy, Amy"
21759,23588,9332735,"297T -045 -Kaiser, Lucia"
21760,23588,9332736,"297T -047 -Keen, Carl"
21761,23588,9332737,"297T -049 -Keim, Nancy"
21762,23588,9332738,297T -051 -The Staff
21763,23588,9332739,"297T -053 -Kelley, Darshan"
21764,23588,9332740,"297T -055 -King, Janet"
21765,23588,9332741,"297T -056 -Laugero, Kevin"
21766,23588,9332742,"297T -057 -Lanoue, Louise"
21767,23588,9332743,"297T -061 -Lonnerdal, Bo"
21768,23588,9332744,"297T -063 -Mcdonald, Roger"
21769,23588,9332745,297T -065 -The Staff
21770,23588,9332746,"297T -067 -Oteiza De Fraga, Pat"
21771,23588,9332747,"297T -069 -Rucker, Robert"
21772,23588,9332748,"297T -071 -Schneeman, Barbara"
21773,23588,9332749,297T -077 -The Staff
21774,23588,9332750,"297T -078 -Slupsky, Carolyn"
21775,23588,9332751,"297T -079 -Steinberg, Francene"
21776,23588,9332752,"297T -081 -Stephensen, Charles"
21777,23588,9332753,"297T -083 -Stern, Judith"
21778,23588,9332754,"297T -084 -Stewart, Christine"
21779,23588,9332755,"297T -085 -Sutherland, Barbara"
21780,23588,9332756,"297T -089 -Townsend, Marilyn"
21781,23588,9332757,"297T -091 -Zivkovic, Angela"
21782,23588,9332758,"297T -095 -Van Loan, Marta"
21783,23588,9332759,"297T -099 -Zidenberg-Cherr, She"
21784,23588,9332760,"297T -100 -Zunino, Susan"
21785,23588,9332761,"297T -115 -German, J"
21786,23588,9332762,298 -000 -The Staff
21787,23588,9332763,"298 -001 -Adams, Sean"
21788,23588,9332764,"298 -002 -Allen, Lindsay"
21789,23588,9332765,"298 -003 -Applegate, Elizabeth"
21790,23588,9332766,"298 -007 -Brown, Kenneth"
21791,23588,9332767,298 -009 -The Staff
21792,23588,9332768,298 -011 -The Staff
21793,23588,9332769,"298 -013 -Cherr, Gary"
21794,23588,9332770,"298 -015 -Clifford, Andrew"
21795,23588,9332771,"298 -019 -Dewey, Kathryn"
21796,23588,9332772,"298 -024 -Gaikwad, Nilesh"
21797,23588,9332773,"298 -025 -Grivetti, Louis"
21798,23588,9332774,298 -027 -The Staff
21799,23588,9332775,"298 -028 -Steinberg, Francene"
21800,23588,9332776,"298 -029 -Halsted, Charles"
21801,23588,9332777,"298 -033 -Havel, Peter"
21802,23588,9332778,"298 -035 -Hawkes, Wayne"
21803,23588,9332779,"298 -037 -Heinig, Meredith"
21804,23588,9332780,"298 -039 -Taha, Ameer"
21805,23588,9332781,"298 -041 -Hwang, Daniel"
21806,23588,9332782,"298 -043 -Joy, Amy"
21807,23588,9332783,"298 -045 -Kaiser, Lucia"
21808,23588,9332784,"298 -047 -Keen, Carl"
21809,23588,9332785,"298 -049 -Keim, Nancy"
21810,23588,9332786,298 -051 -The Staff
21811,23588,9332787,"298 -053 -Kelley, Darshan"
21812,23588,9332788,"298 -055 -King, Janet"
21813,23588,9332789,"298 -056 -Laugero, Kevin"
21814,23588,9332790,"298 -057 -Lanoue, Louise"
21815,23588,9332791,"298 -061 -Lonnerdal, Bo"
21816,23588,9332792,"298 -063 -Mcdonald, Roger"
21817,23588,9332793,"298 -065 -Medici, Valentina"
21818,23588,9332794,"298 -067 -Oteiza De Fraga, Pat"
21819,23588,9332795,"298 -069 -Rucker, Robert"
21820,23588,9332796,"298 -071 -Schneeman, Barbara"
21821,23588,9332797,"298 -077 -Zivkovic, Angela"
21822,23588,9332798,"298 -078 -Slupsky, Carolyn"
21823,23588,9332799,"298 -079 -Steinberg, Francene"
21824,23588,9332800,"298 -081 -Stephensen, Charles"
21825,23588,9332801,"298 -083 -Stern, Judith"
21826,23588,9332802,"298 -084 -Stewart, Christine"
21827,23588,9332803,"298 -085 -Sutherland, Barbara"
21828,23588,9332804,"298 -089 -Townsend, Marilyn"
21829,23588,9332805,"298 -091 -Vosti, Stephen"
21830,23588,9332806,"298 -095 -Van Loan, Marta"
21831,23588,9332807,"298 -099 -Zidenberg-Cherr, She"
21832,23588,9332808,"298 -100 -Zunino, Susan"
21833,23588,9332809,"298 -200 -Heinig, Meredith"
21834,23588,9332810,299 -000 -The Staff
21835,23588,9332811,"299 -001 -Adams, Sean"
21836,23588,9332812,"299 -002 -Allen, Lindsay"
21837,23588,9332813,"299 -003 -Applegate, Elizabeth"
21838,23588,9332814,"299 -004 -Rossow, Heidi"
21839,23588,9332815,"299 -005 -Casazza, Gretchen"
21840,23588,9332816,299 -006 -The Staff
21841,23588,9332817,"299 -007 -Bennett, Brian"
21842,23588,9332818,"299 -009 -Burri, Betty"
21843,23588,9332819,"299 -011 -Burton-Freeman, Brit"
21844,23588,9332820,"299 -013 -Cherr, Gary"
21845,23588,9332821,"299 -015 -Engle-Stone, Reina"
21846,23588,9332822,"299 -019 -Dewey, Kathryn"
21847,23588,9332823,299 -023 -The Staff
21848,23588,9332824,"299 -024 -Gaikwad, Nilesh"
21849,23588,9332825,"299 -025 -Grivetti, Louis"
21850,23588,9332826,"299 -027 -Yamoah, Ebenezer"
21851,23588,9332827,"299 -028 -Haj, Fawaz"
21852,23588,9332828,"299 -029 -Halsted, Charles"
21853,23588,9332829,"299 -030 -Hackman, Robert"
21854,23588,9332830,"299 -033 -Havel, Peter"
21855,23588,9332831,"299 -035 -Hawkes, Wayne"
21856,23588,9332832,"299 -037 -Heinig, Meredith"
21857,23588,9332833,"299 -039 -Huang, Liping"
21858,23588,9332834,"299 -041 -Hwang, Daniel"
21859,23588,9332835,"299 -043 -Hovey, Russell"
21860,23588,9332836,"299 -045 -Kaiser, Lucia"
21861,23588,9332837,"299 -047 -Keen, Carl"
21862,23588,9332838,"299 -049 -Keim, Nancy"
21863,23588,9332839,"299 -051 -Hess Brown, Sonja"
21864,23588,9332840,"299 -053 -Kelley, Darshan"
21865,23588,9332841,"299 -055 -King, Janet"
21866,23588,9332842,"299 -056 -Laugero, Kevin"
21867,23588,9332843,"299 -057 -Lanoue, Louise"
21868,23588,9332844,"299 -061 -Lonnerdal, Bo"
21869,23588,9332845,"299 -063 -Mackenzie, Gerardo"
21870,23588,9332846,"299 -065 -Newman, John"
21871,23588,9332847,"299 -067 -Oteiza De Fraga, Pat"
21872,23588,9332848,"299 -069 -Ryan, Karen"
21873,23588,9332849,"299 -071 -Schneeman, Barbara"
21874,23588,9332850,"299 -077 -Medici, Valentina"
21875,23588,9332851,"299 -078 -Slupsky, Carolyn"
21876,23588,9332852,"299 -079 -Steinberg, Francene"
21877,23588,9332853,"299 -081 -Stephensen, Charles"
21878,23588,9332854,"299 -083 -Stebbins, Charles"
21879,23588,9332855,"299 -084 -Stewart, Christine"
21880,23588,9332856,"299 -085 -Sutherland, Barbara"
21881,23588,9332857,"299 -089 -Townsend, Marilyn"
21882,23588,9332858,299 -091 -The Staff
21883,23588,9332859,"299 -095 -Van Loan, Marta"
21884,23588,9332860,"299 -099 -Zidenberg-Cherr, She"
21885,23588,9332861,"299 -100 -Zunino, Susan"
21886,23588,9332862,"299 -101 -Berglund, Lars"
21887,23588,9332863,"299 -102 -Larsen, Jennifer"
21888,23588,9332864,"299 -103 -Calvert, C"
21889,23588,9332865,"299 -104 -Chantry, Caroline"
21890,23588,9332866,"299 -105 -Conklin, Douglas"
21891,23588,9332867,"299 -106 -Duleba, Antoni"
21892,23588,9332868,"299 -107 -Depeters, E"
21893,23588,9332869,"299 -109 -Erickson, Kent"
21894,23588,9332870,"299 -111 -Fadel, James"
21895,23588,9332871,"299 -113 -Fascetti, Andrea"
21896,23588,9332872,"299 -115 -German, J"
21897,23588,9332873,"299 -117 -Gershwin, Merrill"
21898,23588,9332874,"299 -119 -Zivkovic, Angela"
21899,23588,9332875,"299 -121 -Golub, Mari"
21900,23588,9332876,"299 -123 -Green, Ralph"
21901,23588,9332877,"299 -125 -Guinard, Jean-Xavier"
21902,23588,9332878,"299 -127 -Hansen, Robert"
21903,23588,9332879,"299 -129 -Hung, Silas"
21904,23588,9332880,"299 -131 -Jue, Thomas"
21905,23588,9332881,"299 -133 -Karakas, Siddika"
21906,23588,9332882,"299 -135 -Kaysen, George"
21907,23588,9332883,"299 -137 -Klasing, Kirk"
21908,23588,9332884,"299 -139 -Marks, Stanley"
21909,23588,9332885,"299 -141 -Miller, Joshua"
21910,23588,9332886,"299 -143 -Mitchell, Alyson"
21911,23588,9332887,"299 -145 -Oltjen, James"
21912,23588,9332888,"299 -147 -Philipps, Anthony"
21913,23588,9332889,"299 -149 -Pollitt, Ernesto"
21914,23588,9332890,"299 -151 -Ramsey, Jon"
21915,23588,9332891,"299 -153 -Raybould, Helen"
21916,23588,9332892,"299 -155 -Robinson, Peter"
21917,23588,9332893,"299 -157 -Rogers, Quinton"
21918,23588,9332894,"299 -158 -Rutledge, John"
21919,23588,9332895,"299 -159 -Sainz, Roberto"
21920,23588,9332896,"299 -161 -Taha, Ameer"
21921,23588,9332897,"299 -163 -Teuber, Suzanne"
21922,23588,9332898,"299 -164 -Torok, Natalie"
21923,23588,9332899,"299 -165 -Vogel, John"
21924,23588,9332900,"299 -167 -Walsh, Donal"
21925,23588,9332901,"299 -169 -Warden, Craig"
21926,23588,9332902,"299 -170 -Winter, Carl"
21927,23588,9332903,"299 -171 -Scherr, Rachel"
21928,23588,9332904,"299 -173 -Young, Heather"
21929,42083,9332905,"299 -001 -Bakerjian, Debra"
21930,42083,9332906,"299 -002 -Sankaran, Sumathi"
21931,42083,9332907,"299 -003 -Harvath, Theresa"
21932,42083,9332908,"299 -004 -Hass, Virginia"
21933,42083,9332909,"299 -005 -Joseph, Jill"
21934,42083,9332910,"299 -006 -Odor, Alberto"
21935,42083,9332911,299 -007 -The Staff
21936,42083,9332912,"299 -008 -Siiteri, Jon"
21937,42083,9332913,"299 -009 -WARD, DEBORAH"
21938,42083,9332914,"410B -001 -Sankaran, Sumathi"
21939,42083,9332915,"410F -001 -Sankaran, Sumathi"
21940,23590,9332916,"200B -001 -Sih, Andrew"
21941,23590,9332917,270 -001 -The Staff
21942,23590,9332918,"271 -001 -Sih, Andrew"
21943,23590,9332919,"290 -001 -Hastings, Alan"
21944,23590,9332920,290C -000 -The Staff
21945,23590,9332921,"290C -001 -Baskett, Marissa"
21946,23590,9332922,"290C -002 -Begun, David"
21947,23590,9332923,"290C -003 -Borgerhoff Mulder, M"
21948,23590,9332924,"290C -004 -Botsford, Louis"
21949,23590,9332925,"290C -005 -Caro, Timothy"
21950,23590,9332926,"290C -006 -Coop, Graham"
21951,23590,9332927,"290C -007 -Cornell, Howard"
21952,23590,9332928,"290C -008 -Eisen, Jonathan"
21953,23590,9332929,"290C -009 -Eviner, Valerie"
21954,23590,9332930,"290C -010 -Gremer, Jennifer"
21955,23590,9332931,"290C -011 -Griesemer, James"
21956,23590,9332932,"290C -012 -Grosberg, Richard"
21957,23590,9332933,"290C -013 -Harrison, Susan"
21958,23590,9332934,"290C -014 -Hastings, Alan"
21959,23590,9332935,"290C -015 -Johnson, Brian"
21960,23590,9332936,"290C -016 -Karban, Richard"
21961,23590,9332937,"290C -017 -Kliebenstein, Daniel"
21962,23590,9332938,"290C -018 -Kopp, Artyom"
21963,23590,9332939,"290C -019 -Langley, Charles"
21964,23590,9332940,"290C -020 -Lawler, Sharon"
21965,23590,9332941,"290C -021 -Lott, Susan"
21966,23590,9332942,"290C -022 -McElreath, Richard"
21967,23590,9332943,"290C -023 -Moore, Brian"
21968,23590,9332944,"290C -024 -Neale, David"
21969,23590,9332945,"290C -025 -Patricelli, Gail"
21970,23590,9332946,"290C -026 -Ramirez, Santiago"
21971,23590,9332947,"290C -027 -Rannala, Bruce"
21972,23590,9332948,"290C -028 -Rice, Kevin"
21973,23590,9332949,"290C -029 -Rosenheim, Jay"
21974,23590,9332950,"290C -030 -Ross-Ibarra, Jeffrey"
21975,23590,9332951,"290C -031 -Sanford, Eric"
21976,23590,9332952,"290C -032 -Schmitt, Johanna"
21977,23590,9332953,"290C -033 -Schoener, Thomas"
21978,23590,9332954,"290C -034 -Schreiber, Sebastian"
21979,23590,9332955,"290C -035 -Schwartz, Mark"
21980,23590,9332956,"290C -036 -Shapiro, Arthur"
21981,23590,9332957,"290C -037 -Sih, Andrew"
21982,23590,9332958,"290C -038 -Stachowicz, John"
21983,23590,9332959,"290C -039 -Stanton, Maureen"
21984,23590,9332960,"290C -040 -Strauss, Sharon"
21985,23590,9332961,"290C -041 -Strong, Donald"
21986,23590,9332962,"290C -043 -Turelli, Michael"
21987,23590,9332963,"290C -044 -Vermeij, Geerat"
21988,23590,9332964,"290C -045 -Wainwright, Peter"
21989,23590,9332965,"290C -046 -Ward, Philip"
21990,23590,9332966,"290C -047 -Whitehead, Andrew"
21991,23590,9332967,"290C -048 -Yang, Louie"
21992,23590,9332968,"290C -049 -Young, Truman"
21993,23590,9332969,290C -050 -The Staff
21994,23590,9332970,290C -051 -The Staff
21995,23590,9332971,290C -052 -The Staff
21996,23590,9332972,292 -000 -The Staff
21997,23590,9332973,"292 -001 -Gremer, Jennifer"
21998,23590,9332974,298 -000 -The Staff
21999,23590,9332975,"298 -001 -Baskett, Marissa"
22000,23590,9332976,"298 -002 -Begun, David"
22001,23590,9332977,"298 -003 -Borgerhoff Mulder, M"
22002,23590,9332978,"298 -004 -Botsford, Louis"
22003,23590,9332979,"298 -005 -Caro, Timothy"
22004,23590,9332980,"298 -006 -Coop, Graham"
22005,23590,9332981,"298 -007 -Cornell, Howard"
22006,23590,9332982,"298 -008 -Eisen, Jonathan"
22007,23590,9332983,"298 -009 -Eviner, Valerie"
22008,23590,9332984,"298 -010 -Gremer, Jennifer"
22009,23590,9332985,"298 -011 -Griesemer, James"
22010,23590,9332986,"298 -012 -Grosberg, Richard"
22011,23590,9332987,"298 -013 -Harrison, Susan"
22012,23590,9332988,"298 -014 -Hastings, Alan"
22013,23590,9332989,"298 -015 -Johnson, Brian"
22014,23590,9332990,"298 -016 -Karban, Richard"
22015,23590,9332991,"298 -017 -Kliebenstein, Daniel"
22016,23590,9332992,"298 -018 -Kopp, Artyom"
22017,23590,9332993,"298 -019 -Langley, Charles"
22018,23590,9332994,"298 -020 -Lawler, Sharon"
22019,23590,9332995,"298 -021 -Lott, Susan"
22020,23590,9332996,"298 -022 -McElreath, Richard"
22021,23590,9332997,"298 -023 -Moore, Brian"
22022,23590,9332998,"298 -024 -Neale, David"
22023,23590,9332999,"298 -025 -Patricelli, Gail"
22024,23590,9333000,"298 -026 -Ramirez, Santiago"
22025,23590,9333001,"298 -027 -Rannala, Bruce"
22026,23590,9333002,"298 -028 -Rice, Kevin"
22027,23590,9333003,"298 -029 -Rosenheim, Jay"
22028,23590,9333004,"298 -030 -Ross-Ibarra, Jeffrey"
22029,23590,9333005,"298 -031 -Sanford, Eric"
22030,23590,9333006,"298 -032 -Schmitt, Johanna"
22031,23590,9333007,"298 -033 -Schoener, Thomas"
22032,23590,9333008,"298 -034 -Schreiber, Sebastian"
22033,23590,9333009,"298 -035 -Schwartz, Mark"
22034,23590,9333010,"298 -036 -Shapiro, Arthur"
22035,23590,9333011,"298 -037 -Sih, Andrew"
22036,23590,9333012,"298 -038 -Stachowicz, John"
22037,23590,9333013,"298 -039 -Stanton, Maureen"
22038,23590,9333014,"298 -040 -Strauss, Sharon"
22039,23590,9333015,"298 -041 -Strong, Donald"
22040,23590,9333016,"298 -042 -Turelli, Michael"
22041,23590,9333017,"298 -043 -Vermeij, Geerat"
22042,23590,9333018,"298 -044 -Wainwright, Peter"
22043,23590,9333019,"298 -045 -Ward, Philip"
22044,23590,9333020,"298 -046 -Whitehead, Andrew"
22045,23590,9333021,"298 -047 -Yang, Louie"
22046,23590,9333022,"298 -048 -Young, Truman"
22047,23590,9333023,298 -049 -The Staff
22048,23590,9333024,298 -050 -The Staff
22049,23590,9333025,298 -051 -The Staff
22050,23590,9333026,299 -000 -The Staff
22051,23590,9333027,"299 -001 -Baskett, Marissa"
22052,23590,9333028,"299 -002 -Begun, David"
22053,23590,9333029,"299 -003 -Borgerhoff Mulder, M"
22054,23590,9333030,"299 -004 -Botsford, Louis"
22055,23590,9333031,"299 -005 -Caro, Timothy"
22056,23590,9333032,"299 -006 -Coop, Graham"
22057,23590,9333033,"299 -007 -Cornell, Howard"
22058,23590,9333034,"299 -008 -Eisen, Jonathan"
22059,23590,9333035,"299 -009 -Eviner, Valerie"
22060,23590,9333036,"299 -010 -Gremer, Jennifer"
22061,23590,9333037,"299 -011 -Griesemer, James"
22062,23590,9333038,"299 -012 -Grosberg, Richard"
22063,23590,9333039,"299 -013 -Harrison, Susan"
22064,23590,9333040,"299 -014 -Hastings, Alan"
22065,23590,9333041,"299 -015 -Johnson, Brian"
22066,23590,9333042,"299 -016 -Karban, Richard"
22067,23590,9333043,"299 -017 -Kliebenstein, Daniel"
22068,23590,9333044,"299 -018 -Kopp, Artyom"
22069,23590,9333045,"299 -019 -Langley, Charles"
22070,23590,9333046,"299 -020 -Lawler, Sharon"
22071,23590,9333047,"299 -021 -Lott, Susan"
22072,23590,9333048,"299 -022 -McElreath, Richard"
22073,23590,9333049,"299 -023 -Moore, Brian"
22074,23590,9333050,"299 -024 -Neale, David"
22075,23590,9333051,"299 -025 -Patricelli, Gail"
22076,23590,9333052,"299 -026 -Ramirez, Santiago"
22077,23590,9333053,"299 -027 -Rannala, Bruce"
22078,23590,9333054,"299 -028 -Rice, Kevin"
22079,23590,9333055,"299 -029 -Rosenheim, Jay"
22080,23590,9333056,"299 -030 -Ross-Ibarra, Jeffrey"
22081,23590,9333057,"299 -031 -Sanford, Eric"
22082,23590,9333058,"299 -032 -Schmitt, Johanna"
22083,23590,9333059,"299 -033 -Schoener, Thomas"
22084,23590,9333060,"299 -034 -Schreiber, Sebastian"
22085,23590,9333061,"299 -035 -Schwartz, Mark"
22086,23590,9333062,"299 -036 -Shapiro, Arthur"
22087,23590,9333063,"299 -037 -Sih, Andrew"
22088,23590,9333064,"299 -038 -Stachowicz, John"
22089,23590,9333065,"299 -039 -Stanton, Maureen"
22090,23590,9333066,"299 -040 -Strauss, Sharon"
22091,23590,9333067,"299 -041 -Strong, Donald"
22092,23590,9333068,"299 -042 -Turelli, Michael"
22093,23590,9333069,"299 -043 -Vermeij, Geerat"
22094,23590,9333070,"299 -044 -Wainwright, Peter"
22095,23590,9333071,"299 -045 -Ward, Philip"
22096,23590,9333072,"299 -046 -Whitehead, Andrew"
22097,23590,9333073,"299 -047 -Yang, Louie"
22098,23590,9333074,"299 -048 -Young, Truman"
22099,23590,9333075,299 -049 -The Staff
22100,23590,9333076,299 -050 -The Staff
22101,23590,9333077,299 -051 -The Staff
22102,23591,9333078,"200B -001 -Cantu, Dario"
22103,23591,9333079,"220 -001 -Sinha, Neelima"
22104,23591,9333080,"223 -001 -Bradford, Kent"
22105,23591,9333081,"290A -001 -Jiang, Cai-Zhong"
22106,23591,9333082,"290B -001 -Runcie, Daniel"
22107,23591,9333083,290C -000 -The Staff
22108,23591,9333084,"290C -001 -Lucas, William"
22109,23591,9333085,"290C -002 -Theg, Steven"
22110,23591,9333086,"290C -003 -Harada, John"
22111,23591,9333087,290C -004 -The Staff
22112,23591,9333088,290C -005 -The Staff
22113,23591,9333089,290C -006 -The Staff
22114,23591,9333090,291 -000 -The Staff
22115,23591,9333091,"291 -001 -Blanco-Ulate, Barbar"
22116,23591,9333092,"292 -001 -Harada, John"
22117,23591,9333093,292 -002 -The Staff
22118,23591,9333094,292 -003 -The Staff
22119,23591,9333095,292 -004 -The Staff
22120,23591,9333096,292 -005 -The Staff
22121,23591,9333097,297T -000 -The Staff
22122,23591,9333098,297T -001 -The Staff
22123,23591,9333099,297T -003 -The Staff
22124,23591,9333100,297T -004 -The Staff
22125,23591,9333101,297T -005 -The Staff
22126,23591,9333102,298 -000 -The Staff
22127,23591,9333103,"298 -001 -Harada, John"
22128,23591,9333104,"298 -003 -Lucas, William"
22129,23591,9333105,298 -004 -The Staff
22130,23591,9333106,298 -005 -The Staff
22131,23591,9333107,298 -006 -The Staff
22132,23591,9333108,298 -008 -The Staff
22133,23591,9333109,299 -000 -The Staff
22134,23591,9333110,299 -001 -The Staff
22135,23591,9333111,"299 -002 -Beckles, Diane"
22136,23591,9333112,299 -003 -The Staff
22137,23591,9333113,"299 -004 -Bennett, Alan"
22138,23591,9333114,299 -005 -The Staff
22139,23591,9333115,"299 -006 -Berry, Alison"
22140,23591,9333116,"299 -007 -Bloom, Arnold"
22141,23591,9333117,"299 -009 -Blanco-Ulate, Barbar"
22142,23591,9333118,"299 -010 -Blumwald, Eduardo"
22143,23591,9333119,299 -011 -The Staff
22144,23591,9333120,"299 -012 -Bostock, Richard"
22145,23591,9333121,299 -013 -The Staff
22146,23591,9333122,"299 -014 -Bradford, Kent"
22147,23591,9333123,299 -015 -The Staff
22148,23591,9333124,"299 -016 -Brady, Siobhan"
22149,23591,9333125,299 -017 -The Staff
22150,23591,9333126,"299 -018 -Britt, Anne"
22151,23591,9333127,299 -019 -The Staff
22152,23591,9333128,"299 -020 -Brown, Patrick"
22153,23591,9333129,"299 -021 -Cantu, Dario"
22154,23591,9333130,"299 -022 -Callis, Judy"
22155,23591,9333131,"299 -023 -Chetelat, Roger"
22156,23591,9333132,"299 -024 -Coaker, Gitta"
22157,23591,9333133,"299 -025 -Casteel, Clare"
22158,23591,9333134,"299 -026 -Comai, Luca"
22159,23591,9333135,299 -027 -The Staff
22160,23591,9333136,"299 -028 -Cook, Douglas"
