,did,cid,cname
5664,23492,9316293,"261 -027 -Lebrilla, Carlito"
5665,23492,9316294,"261 -028 -Liu, Gang-Yu"
5666,23492,9316295,"261 -029 -Mascal, Mark"
5667,23492,9316296,"261 -030 -Mccurdy, Clyde"
5668,23492,9316297,261 -031 -The Staff
5669,23492,9316298,"261 -032 -Navrotsky, Alexandra"
5670,23492,9316299,"261 -033 -Ng, Cheuk-Yiu"
5671,23492,9316300,"261 -034 -Olson, David"
5672,23492,9316301,"261 -035 -Osterloh, Frank"
5673,23492,9316302,"261 -036 -Power, Philip"
5674,23492,9316303,"261 -037 -Schore, Neil"
5675,23492,9316304,"261 -038 -Shaw, Jared"
5676,23492,9316305,"261 -039 -Siegel, Justin"
5677,23492,9316306,"261 -040 -Stuchebrukhov, Alexe"
5678,23492,9316307,"261 -041 -Tantillo, Dean"
5679,23492,9316308,"261 -042 -Toney, Michael"
5680,23492,9316309,"261 -043 -Velazquez Mojica, Je"
5681,23492,9316310,"261 -044 -Wang, Lee"
5682,23492,9316311,"261 -045 -Heffern, Marie Anne"
5683,23492,9316312,261 -046 -The Staff
5684,23492,9316313,261 -047 -The Staff
5685,23492,9316314,261 -048 -The Staff
5686,23492,9316315,261 -049 -The Staff
5687,23492,9316316,"261 -050 -Baldwin, Enoch"
5688,23492,9316317,"261 -051 -Fiehn, Oliver"
5689,23492,9316318,"261 -052 -Lagarias, J"
5690,23492,9316319,"261 -053 -Lam, Kit"
5691,23492,9316320,"261 -054 -Louie, Angelique"
5692,23492,9316321,"261 -055 -Moule, Adam"
5693,23492,9316322,"261 -056 -Parikh, Atul"
5694,23492,9316323,"261 -057 -Wilson, David"
5695,23492,9316324,"261 -058 -Wulff, Heike"
5696,23492,9316325,261 -059 -The Staff
5697,23492,9316326,261 -060 -The Staff
5698,23492,9316327,263 -000 -The Staff
5699,23492,9316328,"263 -001 -Ames, James"
5700,23492,9316329,"263 -002 -ATSUMI, SHOTA"
5701,23492,9316330,"263 -003 -Augustine, Matthew"
5702,23492,9316331,"263 -004 -Balch, Alan"
5703,23492,9316332,"263 -005 -Beal, Peter"
5704,23492,9316333,"263 -006 -Berben, Louise"
5705,23492,9316334,"263 -007 -Britt, R"
5706,23492,9316335,"263 -008 -Casey, William"
5707,23492,9316336,"263 -009 -Chen, Xi"
5708,23492,9316337,"263 -010 -Crabtree, Kyle"
5709,23492,9316338,"263 -011 -Cramer, Stephen"
5710,23492,9316339,"263 -012 -David, Sheila"
5711,23492,9316340,"263 -013 -Donadio, Davide"
5712,23492,9316341,"263 -014 -Dudnik, Alexandr"
5713,23492,9316342,"263 -015 -Fisher, Andrew"
5714,23492,9316343,"263 -016 -Franz, Annaliese"
5715,23492,9316344,"263 -017 -Gervay Hague, Jacque"
5716,23492,9316345,"263 -018 -Goodin, David"
5717,23492,9316346,"263 -019 -Guo, Ting"
5718,23492,9316347,"263 -020 -Kauzlarich, Susan"
5719,23492,9316348,"263 -021 -Kelly, Peter"
5720,23492,9316349,"263 -022 -Koski, Kristie"
5721,23492,9316350,"263 -023 -Kovnir, Kyrylo"
5722,23492,9316351,"263 -024 -Kurth, Mark"
5723,23492,9316352,"263 -025 -Land, Donald"
5724,23492,9316353,"263 -026 -Larsen, Delmar"
5725,23492,9316354,"263 -027 -Lebrilla, Carlito"
5726,23492,9316355,"263 -028 -Liu, Gang-Yu"
5727,23492,9316356,"263 -029 -Mascal, Mark"
5728,23492,9316357,"263 -030 -Mccurdy, Clyde"
5729,23492,9316358,263 -031 -The Staff
5730,23492,9316359,"263 -032 -Navrotsky, Alexandra"
5731,23492,9316360,"263 -033 -Ng, Cheuk-Yiu"
5732,23492,9316361,"263 -034 -Olson, David"
5733,23492,9316362,"263 -035 -Osterloh, Frank"
5734,23492,9316363,"263 -036 -Power, Philip"
5735,23492,9316364,"263 -037 -Schore, Neil"
5736,23492,9316365,"263 -038 -Shaw, Jared"
5737,23492,9316366,"263 -039 -Siegel, Justin"
5738,23492,9316367,"263 -040 -Stuchebrukhov, Alexe"
5739,23492,9316368,"263 -041 -Tantillo, Dean"
5740,23492,9316369,"263 -042 -Toney, Michael"
5741,23492,9316370,"263 -043 -Velazquez Mojica, Je"
5742,23492,9316371,"263 -044 -Wang, Lee"
5743,23492,9316372,"263 -045 -Heffern, Marie Anne"
5744,23492,9316373,263 -046 -The Staff
5745,23492,9316374,263 -047 -The Staff
5746,23492,9316375,263 -048 -The Staff
5747,23492,9316376,263 -049 -The Staff
5748,23492,9316377,"263 -050 -Baldwin, Enoch"
5749,23492,9316378,"263 -051 -Fiehn, Oliver"
5750,23492,9316379,"263 -052 -Lagarias, J"
5751,23492,9316380,"263 -053 -Lam, Kit"
5752,23492,9316381,"263 -054 -Louie, Angelique"
5753,23492,9316382,"263 -055 -Moule, Adam"
5754,23492,9316383,"263 -056 -Parikh, Atul"
5755,23492,9316384,"263 -057 -Wilson, David"
5756,23492,9316385,"263 -058 -Wulff, Heike"
5757,23492,9316386,263 -059 -The Staff
5758,23492,9316387,263 -060 -The Staff
5759,23492,9316388,264 -000 -The Staff
5760,23492,9316389,"264 -001 -Ames, James"
5761,23492,9316390,"264 -002 -ATSUMI, SHOTA"
5762,23492,9316391,"264 -003 -Augustine, Matthew"
5763,23492,9316392,"264 -004 -Balch, Alan"
5764,23492,9316393,"264 -005 -Beal, Peter"
5765,23492,9316394,"264 -006 -Berben, Louise"
5766,23492,9316395,"264 -007 -Britt, R"
5767,23492,9316396,"264 -008 -Casey, William"
5768,23492,9316397,"264 -009 -Chen, Xi"
5769,23492,9316398,"264 -010 -Crabtree, Kyle"
5770,23492,9316399,"264 -011 -Cramer, Stephen"
5771,23492,9316400,"264 -012 -David, Sheila"
5772,23492,9316401,"264 -013 -Donadio, Davide"
5773,23492,9316402,"264 -014 -Dudnik, Alexandr"
5774,23492,9316403,"264 -015 -Fisher, Andrew"
5775,23492,9316404,"264 -016 -Franz, Annaliese"
5776,23492,9316405,"264 -017 -Gervay Hague, Jacque"
5777,23492,9316406,"264 -018 -Goodin, David"
5778,23492,9316407,"264 -019 -Guo, Ting"
5779,23492,9316408,"264 -020 -Kauzlarich, Susan"
5780,23492,9316409,"264 -021 -Kelly, Peter"
5781,23492,9316410,"264 -022 -Koski, Kristie"
5782,23492,9316411,"264 -023 -Kovnir, Kyrylo"
5783,23492,9316412,"264 -024 -Kurth, Mark"
5784,23492,9316413,"264 -025 -Land, Donald"
5785,23492,9316414,"264 -026 -Larsen, Delmar"
5786,23492,9316415,"264 -027 -Lebrilla, Carlito"
5787,23492,9316416,"264 -028 -Liu, Gang-Yu"
5788,23492,9316417,"264 -029 -Mascal, Mark"
5789,23492,9316418,"264 -030 -Mccurdy, Clyde"
5790,23492,9316419,264 -031 -The Staff
5791,23492,9316420,"264 -032 -Navrotsky, Alexandra"
5792,23492,9316421,"264 -033 -Ng, Cheuk-Yiu"
5793,23492,9316422,"264 -034 -Olson, David"
5794,23492,9316423,"264 -035 -Osterloh, Frank"
5795,23492,9316424,"264 -036 -Power, Philip"
5796,23492,9316425,"264 -037 -Schore, Neil"
5797,23492,9316426,"264 -038 -Shaw, Jared"
5798,23492,9316427,"264 -039 -Siegel, Justin"
5799,23492,9316428,"264 -040 -Stuchebrukhov, Alexe"
5800,23492,9316429,"264 -041 -Tantillo, Dean"
5801,23492,9316430,"264 -042 -Toney, Michael"
5802,23492,9316431,"264 -043 -Velazquez Mojica, Je"
5803,23492,9316432,"264 -044 -Wang, Lee"
5804,23492,9316433,"264 -045 -Heffern, Marie Anne"
5805,23492,9316434,264 -046 -The Staff
5806,23492,9316435,264 -047 -The Staff
5807,23492,9316436,264 -048 -The Staff
5808,23492,9316437,264 -049 -The Staff
5809,23492,9316438,"264 -050 -Baldwin, Enoch"
5810,23492,9316439,"264 -051 -Fiehn, Oliver"
5811,23492,9316440,"264 -052 -Lagarias, J"
5812,23492,9316441,"264 -053 -Lam, Kit"
5813,23492,9316442,"264 -054 -Louie, Angelique"
5814,23492,9316443,"264 -055 -Moule, Adam"
5815,23492,9316444,"264 -056 -Parikh, Atul"
5816,23492,9316445,"264 -057 -Wilson, David"
5817,23492,9316446,"264 -058 -Wulff, Heike"
5818,23492,9316447,264 -059 -The Staff
5819,23492,9316448,264 -060 -The Staff
5820,23492,9316449,"290 -001 -ATSUMI, SHOTA"
5821,23492,9316450,"294 -001 -Koski, Kristie"
5822,23492,9316451,"296 -001 -David, Sheila"
5823,23492,9316452,"296 -002 -Shaw, Jared"
5824,23492,9316453,"296 -003 -Gervay Hague, Jacque"
5825,23492,9316454,"296 -004 -Kurth, Mark"
5826,23492,9316455,298 -000 -The Staff
5827,23492,9316456,"298 -001 -Ames, James"
5828,23492,9316457,"298 -002 -ATSUMI, SHOTA"
5829,23492,9316458,"298 -003 -Augustine, Matthew"
5830,23492,9316459,"298 -004 -Balch, Alan"
5831,23492,9316460,"298 -005 -Beal, Peter"
5832,23492,9316461,"298 -006 -Berben, Louise"
5833,23492,9316462,"298 -007 -Britt, R"
5834,23492,9316463,"298 -008 -Casey, William"
5835,23492,9316464,"298 -009 -Chen, Xi"
5836,23492,9316465,"298 -010 -Crabtree, Kyle"
5837,23492,9316466,"298 -011 -Cramer, Stephen"
5838,23492,9316467,"298 -012 -David, Sheila"
5839,23492,9316468,"298 -013 -Donadio, Davide"
5840,23492,9316469,"298 -014 -Dudnik, Alexandr"
5841,23492,9316470,"298 -015 -Fisher, Andrew"
5842,23492,9316471,"298 -016 -Franz, Annaliese"
5843,23492,9316472,"298 -017 -Gervay Hague, Jacque"
5844,23492,9316473,"298 -018 -Goodin, David"
5845,23492,9316474,"298 -019 -Guo, Ting"
5846,23492,9316475,"298 -020 -Kauzlarich, Susan"
5847,23492,9316476,"298 -021 -Kelly, Peter"
5848,23492,9316477,"298 -022 -Koski, Kristie"
5849,23492,9316478,"298 -023 -Kovnir, Kyrylo"
5850,23492,9316479,"298 -024 -Kurth, Mark"
5851,23492,9316480,"298 -025 -Land, Donald"
5852,23492,9316481,"298 -026 -Larsen, Delmar"
5853,23492,9316482,"298 -027 -Larsen, Delmar"
5854,23492,9316483,"298 -028 -Liu, Gang-Yu"
5855,23492,9316484,"298 -029 -Mascal, Mark"
5856,23492,9316485,"298 -030 -Mccurdy, Clyde"
5857,23492,9316486,298 -031 -The Staff
5858,23492,9316487,"298 -032 -Navrotsky, Alexandra"
5859,23492,9316488,"298 -033 -Ng, Cheuk-Yiu"
5860,23492,9316489,"298 -034 -Olson, David"
5861,23492,9316490,"298 -035 -Osterloh, Frank"
5862,23492,9316491,"298 -036 -Power, Philip"
5863,23492,9316492,"298 -037 -Schore, Neil"
5864,23492,9316493,"298 -038 -Shaw, Jared"
5865,23492,9316494,"298 -039 -Siegel, Justin"
5866,23492,9316495,"298 -040 -Stuchebrukhov, Alexe"
5867,23492,9316496,"298 -041 -Tantillo, Dean"
5868,23492,9316497,"298 -042 -Toney, Michael"
5869,23492,9316498,"298 -043 -Velazquez Mojica, Je"
5870,23492,9316499,"298 -044 -Wang, Lee"
5871,23492,9316500,"298 -045 -Heffern, Marie Anne"
5872,23492,9316501,298 -046 -The Staff
5873,23492,9316502,298 -047 -The Staff
5874,23492,9316503,298 -048 -The Staff
5875,23492,9316504,298 -049 -The Staff
5876,23492,9316505,"298 -050 -Baldwin, Enoch"
5877,23492,9316506,"298 -051 -Fiehn, Oliver"
5878,23492,9316507,"298 -052 -Lagarias, J"
5879,23492,9316508,"298 -053 -Lam, Kit"
5880,23492,9316509,"298 -054 -Louie, Angelique"
5881,23492,9316510,"298 -055 -Moule, Adam"
5882,23492,9316511,"298 -056 -Parikh, Atul"
5883,23492,9316512,"298 -057 -Wilson, David"
5884,23492,9316513,"298 -058 -Wulff, Heike"
5885,23492,9316514,298 -059 -The Staff
5886,23492,9316515,298 -060 -The Staff
5887,23492,9316516,299 -000 -The Staff
5888,23492,9316517,"299 -001 -Ames, James"
5889,23492,9316518,"299 -002 -ATSUMI, SHOTA"
5890,23492,9316519,"299 -003 -Augustine, Matthew"
5891,23492,9316520,"299 -004 -Balch, Alan"
5892,23492,9316521,"299 -005 -Beal, Peter"
5893,23492,9316522,"299 -006 -Berben, Louise"
5894,23492,9316523,"299 -007 -Britt, R"
5895,23492,9316524,"299 -008 -Casey, William"
5896,23492,9316525,"299 -009 -Chen, Xi"
5897,23492,9316526,"299 -010 -Crabtree, Kyle"
5898,23492,9316527,"299 -011 -Cramer, Stephen"
5899,23492,9316528,"299 -012 -David, Sheila"
5900,23492,9316529,"299 -013 -Donadio, Davide"
5901,23492,9316530,"299 -014 -Dudnik, Alexandr"
5902,23492,9316531,"299 -015 -Fisher, Andrew"
5903,23492,9316532,"299 -016 -Franz, Annaliese"
5904,23492,9316533,"299 -017 -Gervay Hague, Jacque"
5905,23492,9316534,"299 -018 -Goodin, David"
5906,23492,9316535,"299 -019 -Guo, Ting"
5907,23492,9316536,"299 -020 -Kauzlarich, Susan"
5908,23492,9316537,"299 -021 -Kelly, Peter"
5909,23492,9316538,"299 -022 -Koski, Kristie"
5910,23492,9316539,"299 -023 -Kovnir, Kyrylo"
5911,23492,9316540,"299 -024 -Kurth, Mark"
5912,23492,9316541,"299 -025 -Land, Donald"
5913,23492,9316542,"299 -026 -Larsen, Delmar"
5914,23492,9316543,"299 -027 -Lebrilla, Carlito"
5915,23492,9316544,"299 -028 -Liu, Gang-Yu"
5916,23492,9316545,"299 -029 -Mascal, Mark"
5917,23492,9316546,"299 -030 -Mccurdy, Clyde"
5918,23492,9316547,299 -031 -The Staff
5919,23492,9316548,"299 -032 -Navrotsky, Alexandra"
5920,23492,9316549,"299 -033 -Ng, Cheuk-Yiu"
5921,23492,9316550,"299 -034 -Olson, David"
5922,23492,9316551,"299 -035 -Osterloh, Frank"
5923,23492,9316552,"299 -036 -Power, Philip"
5924,23492,9316553,"299 -037 -Schore, Neil"
5925,23492,9316554,"299 -038 -Shaw, Jared"
5926,23492,9316555,"299 -039 -Siegel, Justin"
5927,23492,9316556,"299 -040 -Stuchebrukhov, Alexe"
5928,23492,9316557,"299 -041 -Tantillo, Dean"
5929,23492,9316558,"299 -042 -Toney, Michael"
5930,23492,9316559,"299 -043 -Velazquez Mojica, Je"
5931,23492,9316560,"299 -044 -Wang, Lee"
5932,23492,9316561,"299 -045 -Heffern, Marie Anne"
5933,23492,9316562,299 -046 -The Staff
5934,23492,9316563,299 -047 -The Staff
5935,23492,9316564,299 -048 -The Staff
5936,23492,9316565,299 -049 -The Staff
5937,23492,9316566,"299 -050 -Baldwin, Enoch"
5938,23492,9316567,"299 -051 -Fiehn, Oliver"
5939,23492,9316568,"299 -052 -Lagarias, J"
5940,23492,9316569,"299 -053 -Lam, Kit"
5941,23492,9316570,"299 -054 -Louie, Angelique"
5942,23492,9316571,"299 -055 -Moule, Adam"
5943,23492,9316572,"299 -056 -Parikh, Atul"
5944,23492,9316573,"299 -057 -Wilson, David"
5945,23492,9316574,"299 -058 -Wulff, Heike"
5946,23492,9316575,299 -059 -The Staff
5947,23492,9316576,299 -060 -The Staff
5948,23492,9316577,390 -000 -The Staff
5949,23492,9316578,"390 -001 -Ames, James"
5950,23492,9316579,"390 -002 -ATSUMI, SHOTA"
5951,23492,9316580,"390 -003 -Augustine, Matthew"
5952,23492,9316581,"390 -004 -Balch, Alan"
5953,23492,9316582,"390 -005 -Beal, Peter"
5954,23492,9316583,"390 -006 -Berben, Louise"
5955,23492,9316584,"390 -007 -Britt, R"
5956,23492,9316585,"390 -008 -Casey, William"
5957,23492,9316586,"390 -009 -Chen, Xi"
5958,23492,9316587,"390 -010 -Crabtree, Kyle"
5959,23492,9316588,"390 -011 -Cramer, Stephen"
5960,23492,9316589,"390 -012 -David, Sheila"
5961,23492,9316590,"390 -013 -Donadio, Davide"
5962,23492,9316591,"390 -014 -Dudnik, Alexandr"
5963,23492,9316592,"390 -015 -Fisher, Andrew"
5964,23492,9316593,"390 -016 -Franz, Annaliese"
5965,23492,9316594,"390 -017 -Gervay Hague, Jacque"
5966,23492,9316595,"390 -018 -Goodin, David"
5967,23492,9316596,"390 -019 -Guo, Ting"
5968,23492,9316597,"390 -020 -Kauzlarich, Susan"
5969,23492,9316598,"390 -021 -Kelly, Peter"
5970,23492,9316599,"390 -022 -Koski, Kristie"
5971,23492,9316600,"390 -023 -Kovnir, Kyrylo"
5972,23492,9316601,"390 -024 -Kurth, Mark"
5973,23492,9316602,"390 -025 -Land, Donald"
5974,23492,9316603,"390 -026 -Larsen, Delmar"
5975,23492,9316604,"390 -027 -Lebrilla, Carlito"
5976,23492,9316605,"390 -028 -Liu, Gang-Yu"
5977,23492,9316606,"390 -029 -Mascal, Mark"
5978,23492,9316607,"390 -030 -Mccurdy, Clyde"
5979,23492,9316608,390 -031 -The Staff
5980,23492,9316609,"390 -032 -Navrotsky, Alexandra"
5981,23492,9316610,"390 -033 -Ng, Cheuk-Yiu"
5982,23492,9316611,"390 -034 -Olson, David"
5983,23492,9316612,"390 -035 -Osterloh, Frank"
5984,23492,9316613,"390 -036 -Power, Philip"
5985,23492,9316614,"390 -037 -Schore, Neil"
5986,23492,9316615,"390 -038 -Shaw, Jared"
5987,23492,9316616,"390 -039 -Siegel, Justin"
5988,23492,9316617,"390 -040 -Stuchebrukhov, Alexe"
5989,23492,9316618,"390 -041 -Tantillo, Dean"
5990,23492,9316619,"390 -042 -Toney, Michael"
5991,23492,9316620,"390 -043 -Velazquez Mojica, Je"
5992,23492,9316621,"390 -044 -Wang, Lee"
5993,23492,9316622,"390 -045 -Heffern, Marie Anne"
5994,23492,9316623,390 -046 -The Staff
5995,23492,9316624,390 -047 -The Staff
5996,23492,9316625,390 -048 -The Staff
5997,23492,9316626,"390 -049 -Filloux, Claire"
5998,23492,9316627,"390 -050 -Chamberlain, Julia"
5999,23492,9316628,"390 -051 -Enderle, Bryan"
6000,23492,9316629,"390 -052 -Zaikina, Yulia"
6001,23492,9316630,"390 -053 -Gulacar, Ozcan"
6002,23492,9316631,"390 -054 -Lievens, Sarah"
6003,23492,9316632,"390 -055 -Nasiri, Melekeh"
6004,23492,9316633,"390 -056 -Toupadakis, Andreas"
6005,23492,9316634,"390 -057 -Duim, Whitney"
6006,23492,9316635,390 -058 -The Staff
6007,23492,9316636,390 -059 -The Staff
6008,23492,9316637,390 -060 -The Staff
6009,23492,9316638,390 -061 -The Staff
6010,23492,9316639,390 -062 -The Staff
6011,23492,9316640,390 -063 -The Staff
6012,23492,9316641,390 -064 -The Staff
6013,23492,9316642,390 -065 -The Staff
6014,23492,9316643,392 -001 -The Staff
6015,23493,9364676,"010 -ALL A -CUEVAS, O"
6016,23493,9316660,"050 -A01 -Chinchilla, Maya"
6017,23493,9316670,"060 -A01 -De La Mora, Sergio"
6018,23493,9316671,"060 -A02 -De La Mora, Sergio"
6019,23493,9316672,"073 -001 -Jackson, Carlos"
6020,23493,9316673,092 -000 -The Staff
6021,23493,9316674,"092 -001 -Jackson, Carlos"
6022,23493,9316675,"092 -002 -Flores, Yvette"
6023,23493,9316676,"092 -003 -De La Torre, Adela"
6024,23493,9316677,"092 -004 -Jackson, Carlos"
6025,23493,9316678,"092 -005 -Montoya, Maceo"
6026,23493,9316679,092 -006 -The Staff
6027,23493,9316680,092 -007 -The Staff
6028,23493,9316681,092 -008 -The Staff
6029,23493,9316682,092 -009 -The Staff
6030,23493,9316683,092 -010 -The Staff
6031,23493,9316684,098 -000 -The Staff
6032,23493,9316685,"098 -001 -Jackson, Carlos"
6033,23493,9316686,"098 -002 -Flores, Yvette"
6034,23493,9316687,"098 -003 -De La Torre, Adela"
6035,23493,9316688,"098 -004 -Pesquera, Beatriz"
6036,23493,9316689,"098 -005 -De La Mora, Sergio"
6037,23493,9316690,"098 -006 -Montoya, Maceo"
6038,23493,9316691,098 -008 -The Staff
6039,23493,9316692,099 -000 -The Staff
6040,23493,9316693,"099 -001 -Deeb Sossa, Natalia"
6041,23493,9316694,"099 -003 -De La Torre, Adela"
6042,23493,9316695,"099 -004 -Jackson, Carlos"
6043,23493,9316696,"099 -005 -De La Mora, Sergio"
6044,23493,9316697,"099 -006 -Jackson, Carlos"
6045,23493,9316698,"099 -007 -Chavez-Garcia, Miros"
6046,23493,9316699,"099 -008 -Ybarra, Steven"
6047,23493,9316700,"100 -001 -Zepeda, Susy"
6048,23493,9316701,"121 -001 -Torreiro-Casal, Moni"
6049,23493,9316702,132 -001 -The Staff
6050,23493,9316703,"141 -001 -Deeb Sossa, Natalia"
6051,23493,9316704,"150 -001 -Marquez, Lorena"
6052,23493,9304065,154 -001 -Chabram-Dernersesian
6053,23493,9316705,"165 -001 -Chinchilla, Maya"
6054,23493,9316706,"181 -001 -Marquez, Lorena"
6055,23493,9316707,"184 -001 -Cuevas, Ofelia"
6056,23493,9316708,192 -000 -The Staff
6057,23493,9316709,"192 -001 -Jackson, Carlos"
6058,23493,9316710,"192 -002 -Deeb Sossa, Natalia"
6059,23493,9316711,"192 -003 -Torreiro-Casal, Moni"
6060,23493,9316712,"192 -004 -Montoya, Maceo"
6061,23493,9316713,194HA -000 -The Staff
6062,23493,9316714,"194HA -001 -Zepeda, Susy"
6063,23493,9316715,"194HA -002 -Cuevas, Ofelia"
6064,23493,9316716,194HB -000 -The Staff
6065,23493,9316717,"194HB -001 -Jackson, Carlos"
6066,23493,9316718,"194HB -002 -De La Torre, Adela"
6067,23493,9316719,"194HB -003 -Rodriguez, Gloria"
6068,23493,9316720,"194HB -004 -Cuevas, Ofelia"
6069,23493,9316721,"194HB -005 -Johnson, Kevin"
6070,23493,9316722,"194HB -006 -Deeb Sossa, Natalia"
6071,23493,9316723,194HB -007 -The Staff
6072,23493,9316724,"194HB -008 -Zepeda, Susy"
6073,23493,9316725,194HC -000 -The Staff
6074,23493,9316726,"194HC -001 -Flores, Yvette"
6075,23493,9316727,198 -000 -The Staff
6076,23493,9316728,"198 -001 -Deeb Sossa, Natalia"
6077,23493,9316729,"198 -002 -Jackson, Carlos"
6078,23493,9316730,"198 -005 -Jackson, Carlos"
6079,23493,9316731,"198 -006 -Zepeda, Susy"
6080,23493,9316732,"198 -007 -Chavez-Garcia, Miros"
6081,23493,9316733,"198 -008 -Deeb Sossa, Natalia"
6082,23493,9316734,"198 -009 -Deeb Sossa, Natalia"
6083,23493,9316735,199 -000 -The Staff
6084,23493,9316736,"199 -001 -Torreiro-Casal, Moni"
6085,23493,9316737,"199 -002 -Cuevas, Ofelia"
6086,23493,9316738,"199 -003 -Montoya, Malaquias"
6087,23493,9316739,"199 -004 -Marquez, Lorena"
6088,23493,9316740,"199 -005 -Jackson, Carlos"
6089,23493,9316741,199 -006 -Chabram-Dernersesian
6090,23493,9316742,"199 -007 -Watson, Vajra"
6091,23493,9316743,"199 -008 -Deeb Sossa, Natalia"
6092,23493,9316744,298 -000 -The Staff
6093,23493,9316745,298 -001 -Chabram-Dernersesian
6094,23493,9316746,"298 -002 -Flores, Yvette"
6095,23493,9316747,"298 -003 -De La Torre, Adela"
6096,23493,9316748,"298 -004 -Pesquera, Beatriz"
6097,23493,9316749,"298 -005 -De La Mora, Sergio"
6098,23493,9316750,298 -006 -The Staff
6099,23493,9316751,"298 -007 -Chavez-Garcia, Miros"
6100,23493,9316752,"298 -008 -Montoya, Malaquias"
6101,23493,9316753,299 -000 -The Staff
6102,23493,9316754,"299 -001 -Zepeda, Susy"
6103,23493,9316755,"299 -002 -Flores, Yvette"
6104,23493,9316756,"299 -003 -De La Torre, Adela"
6105,23493,9316757,"299 -004 -Montoya, Maceo"
6106,23493,9316758,"299 -005 -De La Torre, Adela"
6107,23493,9316759,299 -006 -Chabram-Dernersesian
6108,23493,9316760,"299 -007 -De La Torre, Adela"
6109,23493,9316761,"299 -008 -De La Mora, Sergio"
6110,23493,9316762,"396 -000 -Rojas, Clarissa"
6111,23493,9316763,"396 -001 -Cuevas, Ofelia"
6112,23493,9316764,"396 -002 -Jackson, Carlos"
6113,23493,9316765,"396 -003 -Rojas, Clarissa"
6114,23493,9316766,"396 -004 -Montoya, Maceo"
6115,23493,9316767,"396 -005 -De La Mora, Sergio"
6116,23493,9316768,"396 -006 -Marquez, Lorena"
6117,23494,9345022,"001 -ALL -CHU, C"
6118,23494,9374511,"002 -ALL -CHU, C"
6119,23494,9316775,"002BL -001 -Lee, I-Chia"
6120,23494,9316776,"003 -001 -Lee, I-Chia"
6121,23494,9316777,"004 -001 -Yin, Haiqing"
6122,23494,9374462,"005 -ALL -CHU, C"
6123,23494,9316780,"010 -001 -Hou, Xiaolong"
6124,23494,9316781,098 -000 -The Staff
6125,23494,9316782,"098 -001 -Chu, Chengzhi"
6126,23494,9316783,"098 -002 -Halperin, Mark"
6127,23494,9316784,"098 -003 -He, Yuming"
6128,23494,9316785,"098 -004 -Chen, Xiaomei"
6129,23494,9316786,"098 -005 -Yeh, Michelle"
6130,23494,9316787,098 -006 -The Staff
6131,23494,9316788,098 -007 -The Staff
6132,23494,9316789,099 -000 -The Staff
6133,23494,9316790,"099 -001 -Chu, Chengzhi"
6134,23494,9316791,"099 -002 -Halperin, Mark"
6135,23494,9316792,"099 -003 -He, Yuming"
6136,23494,9316793,"099 -004 -Chen, Xiaomei"
6137,23494,9316794,"099 -005 -Yeh, Michelle"
6138,23494,9316795,"099 -006 -Lee, I-Chia"
6139,23494,9316796,"099 -007 -Li, Jiao"
6140,23494,9316797,"099 -008 -Lu, Ling-Yu"
6141,23494,9316798,"099 -009 -Yin, Haiqing"
6142,23494,9316799,"099 -010 -Li, Yu"
6143,23494,9316800,"099 -011 -Yang, Binbin"
6144,23494,9316801,099 -012 -The Staff
6145,23494,9316802,099 -013 -The Staff
6146,23494,9316803,"100A -001 -Harris, Thorian"
6147,23494,9289743,"103 -001 -Chen, Xiaomei"
6148,23494,9316804,"107 -001 -Halperin, Mark"
6149,23494,9374434,"112 -ALL -CHU, C"
6150,23494,9316807,"115 -001 -Halperin, Mark"
6151,23494,9370115,"120 -ALL -CHU, C"
6152,23494,9316809,"133 -001 -Chen, Xiaomei"
6153,23494,9316810,"150 -001 -He, Yuming"
6154,23494,9316811,192 -000 -The Staff
6155,23494,9316812,"192 -001 -Chu, Chengzhi"
6156,23494,9316813,"192 -002 -Halperin, Mark"
6157,23494,9316814,"192 -003 -He, Yuming"
6158,23494,9316815,"192 -004 -Chen, Xiaomei"
6159,23494,9316816,"192 -005 -Yeh, Michelle"
6160,23494,9316817,192 -006 -The Staff
6161,23494,9316818,"194H -001 -Chu, Chengzhi"
6162,23494,9316819,"194H -002 -Halperin, Mark"
6163,23494,9316820,"194H -003 -He, Yuming"
6164,23494,9316821,"194H -004 -Chen, Xiaomei"
6165,23494,9316822,"194H -005 -Yeh, Michelle"
6166,23494,9316823,194H -006 -The Staff
6167,23494,9316824,197T -000 -The Staff
6168,23494,9316825,"197T -001 -Chu, Chengzhi"
6169,23494,9316826,"197T -002 -Halperin, Mark"
6170,23494,9316827,"197T -003 -He, Yuming"
6171,23494,9316828,"197T -004 -Chen, Xiaomei"
6172,23494,9316829,"197T -005 -Yeh, Michelle"
6173,23494,9316830,"197T -006 -Lee, I-Chia"
6174,23494,9316831,"197T -007 -Li, Jiao"
6175,23494,9316832,"197T -008 -Lu, Ling-Yu"
6176,23494,9316833,"197T -009 -Yin, Haiqing"
6177,23494,9316834,"197T -010 -Li, Yu"
6178,23494,9316835,"197T -011 -Yang, Binbin"
6179,23494,9316836,197T -012 -The Staff
6180,23494,9316837,197T -013 -The Staff
6181,23494,9316838,198 -000 -The Staff
6182,23494,9316839,"198 -001 -Chu, Chengzhi"
6183,23494,9316840,"198 -002 -Halperin, Mark"
6184,23494,9316841,"198 -003 -He, Yuming"
6185,23494,9316842,"198 -004 -Chen, Xiaomei"
