,term,coursename,coursesection,Instructor,courseid,book_needed,book_name,book_author,book_edition,book_pubtime,book_ISBN
0,Term: Winter 18 | ,Name: ECS        220             | ,Section: 001               | ,"Instructor: Franklin, Matthew | ",Course ID: 51688           | ,Required                 ,COMPUTIONAL COMPLEXITY                 ,Author: ARORA         ,Edition: 09     ,Published Date: 2009,ISBN: 9780521424264
